Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NW_019217800.1	597935	598465		plus	uncharacterized LOC111345711	LOC111345711	111345711	lncRNA	XR_002696307.1			
NW_019217800.1	620209	634374		plus	cilia- and flagella-associated protein 251-like	LOC111345392	111345392	protein-coding	XM_022952670.1	Spis_XP_022808405_1	890	
NW_019217800.1	634526	638436		minus	uncharacterized protein LOC111344740	LOC111344740	111344740	protein-coding	XM_022951995.1	Spis_XP_022807730_1	333	
NW_019217800.1	638617	650972		minus	kinesin-like protein KIF12 isoform X1	LOC111344715	111344715	protein-coding	XM_022951967.1	Spis_XP_022807702_1	514	
NW_019217800.1	651378	658047		minus	interaptin-like	LOC111345459	111345459	protein-coding	XM_022952745.1	Spis_XP_022808480_1	333	
NW_019217800.1	658149	663976		minus	uncharacterized protein LOC111345168	LOC111345168	111345168	protein-coding	XM_022952448.1	Spis_XP_022808183_1	467	
NW_019217800.1	664662	679783		minus	poly(A)-specific ribonuclease PNLDC1-like isoform X1	LOC111345468	111345468	protein-coding	XM_022952755.1	Spis_XP_022808490_1	325	
NW_019217800.1	679865	687008		plus	uncharacterized protein LOC111344338	LOC111344338	111344338	protein-coding	XM_022951570.1	Spis_XP_022807305_1	572	
NW_019217800.1	695003	698143		plus	uncharacterized protein LOC111345272	LOC111345272	111345272	protein-coding	XM_022952549.1	Spis_XP_022808284_1	134	
NW_019217800.1	698723	703604		plus	uncharacterized protein LOC111345669	LOC111345669	111345669	protein-coding	XM_022952960.1	Spis_XP_022808695_1	794	
NW_019217800.1	703546	707363		minus	uncharacterized protein LOC111345678	LOC111345678	111345678	protein-coding	XM_022952971.1	Spis_XP_022808706_1	288	
NW_019217800.1	710311	713969		plus	uncharacterized LOC111344859	LOC111344859	111344859	lncRNA	XR_002696206.1			
NW_019217800.1	711702	717741		minus	uncharacterized LOC111344851, transcript variant X2	LOC111344851	111344851	lncRNA	XR_002696201.1			
NW_019217800.1	717767	729501		minus	synaptic vesicle 2-related protein-like isoform X1	LOC111344868	111344868	protein-coding	XM_022952134.1	Spis_XP_022807869_1	502	
NW_019217800.1	730000	733270		plus	mucin-17-like	LOC111345239	111345239	protein-coding	XM_022952520.1	Spis_XP_022808255_1	845	
NW_019217800.1	734452	738732		minus	uncharacterized protein LOC111345437	LOC111345437	111345437	protein-coding	XM_022952718.1	Spis_XP_022808453_1	725	
NW_019217800.1	739364	749957		minus	uncharacterized protein LOC111345329	LOC111345329	111345329	protein-coding	XM_022952612.1	Spis_XP_022808347_1	1537	
NW_019217800.1	757331	766902		plus	LOW QUALITY PROTEIN: P2X purinoceptor 4-like	LOC111345319	111345319	protein-coding	XM_022952600.1	Spis_XP_022808335_1	444	
NW_019217800.1	768794	782038		plus	breast carcinoma-amplified sequence 3 homolog	LOC111345066	111345066	protein-coding	XM_022952324.1	Spis_XP_022808059_1	885	
NW_019217800.1	775755	777650		minus	uncharacterized LOC111345075	LOC111345075	111345075	lncRNA	XR_002696236.1			
NW_019217800.1	783801	792321		plus	LOW QUALITY PROTEIN: N-acylglucosamine 2-epimerase-like	LOC111344682	111344682	protein-coding	XM_022951930.1	Spis_XP_022807665_1	497	
NW_019217800.1	792413	802927		minus	peroxisomal sarcosine oxidase-like isoform X1	LOC111344693	111344693	protein-coding	XM_022951936.1	Spis_XP_022807671_1	399	
NW_019217800.1	814378	818997		plus	neuroglobin-like	LOC111345617	111345617	protein-coding	XM_022952903.1	Spis_XP_022808638_1	174	
NW_019217800.1	819038	823702		minus	intraflagellar transport protein 20 homolog	LOC111345628	111345628	protein-coding	XM_022952914.1	Spis_XP_022808649_1	129	
NW_019217800.1	824340	829462		minus	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3-like	LOC111345555	111345555	protein-coding	XM_022952847.1	Spis_XP_022808582_1	286	
NW_019217800.1	830448	839871		plus	3-methyl-2-oxobutanoate dehydrogenase [lipoamide] kinase, mitochondrial-like isoform X1	LOC111345051	111345051	protein-coding	XM_022952306.1	Spis_XP_022808041_1	408	
NW_019217800.1	842786	847770		plus	uncharacterized protein LOC111344430	LOC111344430	111344430	protein-coding	XM_022951665.1	Spis_XP_022807400_1	278	
NW_019217800.1	848815	855287		plus	TNF receptor-associated factor 3-like	LOC111344423	111344423	protein-coding	XM_022951656.1	Spis_XP_022807391_1	478	
NW_019217800.1	851730	856851		minus	uncharacterized LOC111344441, transcript variant X2	LOC111344441	111344441	lncRNA	XR_002696165.1			
NW_019217800.1	857182	867408		plus	TNF receptor-associated factor 4-like isoform X1	LOC111344395	111344395	protein-coding	XM_022951622.1	Spis_XP_022807357_1	492	
NW_019217800.1	871311	881429		plus	TNF receptor-associated factor 4-like	LOC111345402	111345402	protein-coding	XM_022952678.1	Spis_XP_022808413_1	574	
NW_019217800.1	882070	901563		minus	peroxisomal acyl-coenzyme A oxidase 3-like	LOC111344387	111344387	protein-coding	XM_022951615.1	Spis_XP_022807350_1	700	
NW_019217800.1	902076	906533		plus	peroxisomal multifunctional enzyme type 2-like	LOC111344377	111344377	protein-coding	XM_022951606.1	Spis_XP_022807341_1	738	
NW_019217800.1	908323	927302		plus	uncharacterized protein LOC111345035 isoform X1	LOC111345035	111345035	protein-coding	XM_022952291.1	Spis_XP_022808026_1	883	
NW_019217800.1	929569	959848		plus	unconventional myosin-Ic-like	LOC111344704	111344704	protein-coding	XM_022951956.1	Spis_XP_022807691_1	1035	
NW_019217800.1	962114	967968		plus	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1-like	LOC111345576	111345576	protein-coding	XM_022952864.1	Spis_XP_022808599_1	654	
NW_019217800.1	970683	975376		plus	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1-like	LOC111345701	111345701	protein-coding	XM_022952987.1	Spis_XP_022808722_1	632	
NW_019217800.1	986703	1011804		plus	HEAT repeat-containing protein 6-like	LOC111345261	111345261	protein-coding	XM_022952539.1	Spis_XP_022808274_1	1178	
NW_019217800.1	1018465	1020726		minus	uncharacterized LOC111344322	LOC111344322	111344322	lncRNA	XR_002696152.1			
NW_019217800.1	1021144	1037902		minus	P2X purinoceptor 4-like	LOC111344838	111344838	protein-coding	XM_022952106.1	Spis_XP_022807841_1	411	
NW_019217800.1	1039213	1083496		plus	protein retinal degeneration B-like isoform X1	LOC111344562	111344562	protein-coding	XM_022951807.1	Spis_XP_022807542_1	1316	
NW_019217800.1	1053581	1057792		minus	late secretory pathway protein AVL9-like	LOC111344579	111344579	protein-coding	XM_022951825.1	Spis_XP_022807560_1	360	
NW_019217800.1	1094741	1103408		plus	T-box transcription factor TBX3-like	LOC111345564	111345564	protein-coding	XM_022952855.1	Spis_XP_022808590_1	529	
NW_019217800.1	1114083	1128542		plus	T-box-containing protein TBX6L-like isoform X1	LOC111345636	111345636	protein-coding	XM_022952924.1	Spis_XP_022808659_1	501	
NW_019217800.1	1141667	1144232		plus	uncharacterized protein LOC111345692	LOC111345692	111345692	protein-coding	XM_022952980.1	Spis_XP_022808715_1	326	
NW_019217800.1	1151881	1155601		plus	uncharacterized protein LOC111345651	LOC111345651	111345651	protein-coding	XM_022952941.1	Spis_XP_022808676_1	439	
NW_019217800.1	1159108	1230687		minus	Fanconi anemia group J protein-like	LOC111345412	111345412	protein-coding	XM_022952690.1	Spis_XP_022808425_1	844	
NW_019217800.1	1171820	1174609		plus	uncharacterized protein LOC111345499	LOC111345499	111345499	protein-coding	XM_022952788.1	Spis_XP_022808523_1	688	
NW_019217800.1	1188584	1197079		plus	uncharacterized protein LOC111345537	LOC111345537	111345537	protein-coding	XM_022952827.1	Spis_XP_022808562_1	251	
NW_019217800.1	1196278	1199942		minus	uncharacterized protein LOC111345521	LOC111345521	111345521	protein-coding	XM_022952810.1	Spis_XP_022808545_1	311	
NW_019217800.1	1204574	1205757		plus	NACHT, LRR and PYD domains-containing protein 5-like	LOC111345546	111345546	protein-coding	XM_022952836.1	Spis_XP_022808571_1	211	
NW_019217800.1	1205716	1208516		plus	NACHT, LRR and PYD domains-containing protein 3-like	LOC111345510	111345510	protein-coding	XM_022952800.1	Spis_XP_022808535_1	654	
NW_019217800.1	1233491	1241150		minus	leucine-rich repeat extensin-like protein 2 isoform X1	LOC111345291	111345291	protein-coding	XM_022952570.1	Spis_XP_022808305_1	613	
NW_019217800.1	1244698	1248278		plus	uncharacterized LOC111345769	LOC111345769	111345769	lncRNA	XR_002696319.1			
NW_019217800.1	1244935	1245848		plus	putative nuclease HARBI1	LOC111345739	111345739	protein-coding	XM_022953022.1	Spis_XP_022808757_1	238	
NW_019217800.1	1246981	1247604		minus	t-SNARE domain-containing protein 1-like	LOC111345749	111345749	protein-coding	XM_022953032.1	Spis_XP_022808767_1	169	
NW_019217800.1	1249438	1254166		minus	uncharacterized protein LOC111345758	LOC111345758	111345758	protein-coding	XM_022953042.1	Spis_XP_022808777_1	162	
NW_019217800.1	1254621	1269960		plus	EF-hand calcium-binding domain-containing protein 5-like	LOC111345729	111345729	protein-coding	XM_022953013.1	Spis_XP_022808748_1	1270	
NW_019217800.1	1270879	1277910		plus	developmentally-regulated GTP-binding protein 1-like isoform X1	LOC111345487	111345487	protein-coding	XM_022952771.1	Spis_XP_022808506_1	366	
NW_019217800.1	1280122	1283448		minus	ran-specific GTPase-activating protein-like	LOC111345660	111345660	protein-coding	XM_022952952.1	Spis_XP_022808687_1	232	
NW_019217800.1	1301682	1338073		plus	nitric oxide synthase, endothelial-like isoform X1	LOC111345090	111345090	protein-coding	XM_022952355.1	Spis_XP_022808090_1	1451	
NW_019217800.1	1360151	1374900		plus	cytosolic carboxypeptidase-like protein 5 isoform X1	LOC111344751	111344751	protein-coding	XM_022952005.1	Spis_XP_022807740_1	1017	
NW_019217800.1	1375250	1376782		minus	F-box only protein 36-like	LOC111344803	111344803	protein-coding	XM_022952068.1	Spis_XP_022807803_1	206	
NW_019217800.1	1382116	1386648		minus	uncharacterized LOC111345179, transcript variant X2	LOC111345179	111345179	lncRNA	XR_002696249.1			
NW_019217800.1	1398162	1404701		plus	NACHT, LRR and PYD domains-containing protein 12-like isoform X1	LOC111345445	111345445	protein-coding	XM_022952728.1	Spis_XP_022808463_1	954	
NW_019217801.1	21208	34173		plus	long-chain-fatty-acid--CoA ligase 5-like	LOC111345861	111345861	protein-coding	XM_022953158.1	Spis_XP_022808893_1	156	
NW_019217801.1	48893	49774		minus	tetratricopeptide repeat protein 28-like	LOC111346078	111346078	protein-coding	XM_022953374.1	Spis_XP_022809109_1	116	
NW_019217801.1	49765	52114		minus	tetratricopeptide repeat protein 28-like	LOC111345871	111345871	protein-coding	XM_022953165.1	Spis_XP_022808900_1	667	
NW_019217801.1	81366	86463		minus	tetratricopeptide repeat protein 28-like	LOC111345880	111345880	protein-coding	XM_022953177.1	Spis_XP_022808912_1	1105	
NW_019217801.1	129062	166328		minus	long-chain-fatty-acid--CoA ligase 1-like isoform X1	LOC111346320	111346320	protein-coding	XM_022953611.1	Spis_XP_022809346_1	688	
NW_019217801.1	166760	174881		plus	hydroxyacyl-coenzyme A dehydrogenase, mitochondrial-like	LOC111346544	111346544	protein-coding	XM_022953830.1	Spis_XP_022809565_1	330	
NW_019217801.1	178011	180834		plus	uncharacterized protein LOC111346567	LOC111346567	111346567	protein-coding	XM_022953849.1	Spis_XP_022809584_1	220	
NW_019217801.1	179348	180839		plus	uncharacterized gene	LOC111346555	111346555	pseudogene				
NW_019217801.1	182614	189668		minus	melanopsin-A-like	LOC111346653	111346653	protein-coding	XM_022953927.1	Spis_XP_022809662_1	435	
NW_019217801.1	190074	190157		plus	tRNA-Leu	Trnal-uaa	111347187	tRNA				
NW_019217801.1	191889	195794		minus	melanopsin-like	LOC111346912	111346912	protein-coding	XM_022954168.1	Spis_XP_022809903_1	688	
NW_019217801.1	198851	200905		minus	kinetochore protein Spc24-like	LOC111346577	111346577	protein-coding	XM_022953857.1	Spis_XP_022809592_1	192	
NW_019217801.1	200972	202463		plus	LOW QUALITY PROTEIN: tetratricopeptide repeat protein 32-like	LOC111346894	111346894	protein-coding	XM_022954155.1	Spis_XP_022809890_1	146	
NW_019217801.1	204355	213953		plus	mitochondrial import inner membrane translocase subunit Tim23-like	LOC111346414	111346414	protein-coding	XM_022953704.1	Spis_XP_022809439_1	196	
NW_019217801.1	215826	222690		minus	H/ACA ribonucleoprotein complex non-core subunit NAF1-like	LOC111346719	111346719	protein-coding	XM_022953992.1	Spis_XP_022809727_1	575	
NW_019217801.1	222723	225483		plus	60S ribosomal protein L34-like	LOC111346727	111346727	protein-coding	XM_022954002.1	Spis_XP_022809737_1	139	
NW_019217801.1	228706	233747		plus	uncharacterized protein LOC111346177	LOC111346177	111346177	protein-coding	XM_022953484.1	Spis_XP_022809219_1	776	
NW_019217801.1	234686	242864		plus	solute carrier organic anion transporter family member 4A1-like	LOC111346965	111346965	protein-coding	XM_022954216.1	Spis_XP_022809951_1	683	
NW_019217801.1	245327	252618		minus	double-stranded RNA-binding protein Staufen homolog 2-like isoform X1	LOC111346688	111346688	protein-coding	XM_022953965.1	Spis_XP_022809700_1	637	
NW_019217801.1	252606	253734		plus	uncharacterized LOC111346713	LOC111346713	111346713	lncRNA	XR_002696429.1			
NW_019217801.1	257095	264635		minus	phospholipase ABHD3-like	LOC111345891	111345891	protein-coding	XM_022953187.1	Spis_XP_022808922_1	299	
NW_019217801.1	264670	272828		plus	vesicle transport through interaction with t-SNAREs homolog 1A-like	LOC111346703	111346703	protein-coding	XM_022953980.1	Spis_XP_022809715_1	217	
NW_019217801.1	285365	298273		plus	transcription factor 7-like 2 isoform X1	LOC111346760	111346760	protein-coding	XM_022954032.1	Spis_XP_022809767_1	420	
NW_019217801.1	301282	310982		plus	cysteine-rich protein 2-like	LOC111345902	111345902	protein-coding	XM_022953197.1	Spis_XP_022808932_1	175	
NW_019217801.1	317853	319530		plus	cysteine-rich protein 1-like	LOC111347000	111347000	protein-coding	XM_022954250.1	Spis_XP_022809985_1	77	
NW_019217801.1	319675	323535		minus	uncharacterized protein LOC111346986	LOC111346986	111346986	protein-coding	XM_022954236.1	Spis_XP_022809971_1	164	
NW_019217801.1	323994	335688		plus	S-phase kinase-associated protein 1 isoform X1	LOC111347008	111347008	protein-coding	XM_022954262.1	Spis_XP_022809997_1	171	
NW_019217801.1	338804	340494		minus	transcription factor MafK-like	LOC111346203	111346203	protein-coding	XM_022953510.1	Spis_XP_022809245_1	191	
NW_019217801.1	342023	345410		minus	putative peptidyl-tRNA hydrolase PTRHD1	LOC111346213	111346213	protein-coding	XM_022953518.1	Spis_XP_022809253_1	122	
NW_019217801.1	346305	352340		plus	14-3-3-like protein 2	LOC111346192	111346192	protein-coding	XM_022953499.1	Spis_XP_022809234_1	254	
NW_019217801.1	360921	364617		minus	uncharacterized protein LOC111346922	LOC111346922	111346922	protein-coding	XM_022954178.1	Spis_XP_022809913_1	435	
NW_019217801.1	369822	392160		plus	cytosolic carboxypeptidase 3-like	LOC111346844	111346844	protein-coding	XM_022954108.1	Spis_XP_022809843_1	1226	
NW_019217801.1	392265	398813		minus	protein LKAAEAR1-like	LOC111346872	111346872	protein-coding	XM_022954137.1	Spis_XP_022809872_1	187	
NW_019217801.1	398922	410326		plus	DDB1- and CUL4-associated factor 13-like	LOC111346854	111346854	protein-coding	XM_022954119.1	Spis_XP_022809854_1	448	
NW_019217801.1	412460	423216		plus	extracellular calcium-sensing receptor-like	LOC111346050	111346050	protein-coding	XM_022953343.1	Spis_XP_022809078_1	877	
NW_019217801.1	424187	431198		minus	LOW QUALITY PROTEIN: extracellular calcium-sensing receptor-like	LOC111346057	111346057	protein-coding	XM_022953354.1	Spis_XP_022809089_1	920	
NW_019217801.1	435985	439796		plus	extracellular calcium-sensing receptor-like isoform X1	LOC111346159	111346159	protein-coding	XM_022953467.1	Spis_XP_022809202_1	947	
NW_019217801.1	440015	449298		plus	uncharacterized LOC111346538	LOC111346538	111346538	lncRNA	XR_002696404.1			
NW_019217801.1	443031	445459		plus	uncharacterized protein LOC111346529	LOC111346529	111346529	protein-coding	XM_022953815.1	Spis_XP_022809550_1	267	
NW_019217801.1	449305	452050		plus	fibroblast growth factor 1-like	LOC111345914	111345914	protein-coding	XM_022953205.1	Spis_XP_022808940_1	140	
NW_019217801.1	452478	455387		plus	fibroblast growth factor 2-like	LOC111346944	111346944	protein-coding	XM_022954198.1	Spis_XP_022809933_1	131	
NW_019217801.1	459477	511473		plus	uncharacterized protein LOC111346088 isoform X1	LOC111346088	111346088	protein-coding	XM_022953384.1	Spis_XP_022809119_1	1743	
NW_019217801.1	517253	518608		plus	uncharacterized LOC111346186	LOC111346186	111346186	lncRNA	XR_002696362.1			
NW_019217801.1	519210	524199		plus	tetratricopeptide repeat protein 28-like	LOC111345926	111345926	protein-coding	XM_022953214.1	Spis_XP_022808949_1	1086	
NW_019217801.1	533255	540778		minus	uncharacterized protein LOC111347027	LOC111347027	111347027	protein-coding	XM_022954291.1	Spis_XP_022810026_1	325	
NW_019217801.1	540144	541729		plus	uncharacterized gene	LOC111345933	111345933	pseudogene				
NW_019217801.1	560541	563679		minus	uncharacterized protein LOC111347020	LOC111347020	111347020	protein-coding	XM_022954280.1	Spis_XP_022810015_1	329	
NW_019217801.1	575931	579327		minus	uncharacterized protein LOC111346933	LOC111346933	111346933	protein-coding	XM_022954188.1	Spis_XP_022809923_1	327	
NW_019217801.1	584193	647298		minus	uncharacterized protein LOC111346284 isoform X1	LOC111346284	111346284	protein-coding	XM_022953579.1	Spis_XP_022809314_1	327	
NW_019217801.1	591354	591867		minus	uncharacterized LOC111346312	LOC111346312	111346312	lncRNA	XR_002696376.1			
NW_019217801.1	647456	649222		plus	uncharacterized LOC111346305	LOC111346305	111346305	lncRNA	XR_002696372.1			
NW_019217801.1	676180	682786		minus	fibrillin-1-like	LOC111345942	111345942	protein-coding	XM_022953235.1	Spis_XP_022808970_1	488	
NW_019217801.1	716707	734146		minus	uncharacterized protein LOC111346804 isoform X1	LOC111346804	111346804	protein-coding	XM_022954074.1	Spis_XP_022809809_1	371	
