Hvul_v3_ATP6	MT_ATP6
Hvul_v3_XM_012707679.2	
Hvul_v3_XM_012707683.1	
Hvul_v3_XM_012707685.2	TSPAN5
Hvul_v3_XM_012707686.1	
Hvul_v3_XM_012707690.2	CASR
Hvul_v3_XM_012707706.2	
Hvul_v3_XM_012707708.2	
Hvul_v3_XM_012707719.2	RAB8B
Hvul_v3_XM_012707721.2	SMOC2
Hvul_v3_XM_012707729.2	DIRAS1
Hvul_v3_XM_012707745.2	ASMTL
Hvul_v3_XM_012707759.1	
Hvul_v3_XM_012707767.2	
Hvul_v3_XM_012707769.2	
Hvul_v3_XM_012707770.2	
Hvul_v3_XM_012707776.2	PITHD1
Hvul_v3_XM_012707780.2	SYT1
Hvul_v3_XM_012707782.2	
Hvul_v3_XM_012707785.2	GUCY1A2
Hvul_v3_XM_012707797.2	
Hvul_v3_XM_012707807.2	TECR
Hvul_v3_XM_012707813.2	
Hvul_v3_XM_012707816.2	PELI1
Hvul_v3_XM_012707819.2	FYN
Hvul_v3_XM_012707828.2	ALG3
Hvul_v3_XM_012707833.2	
Hvul_v3_XM_012707845.2	SEC14L1
Hvul_v3_XM_012707851.2	C9orf64
Hvul_v3_XM_012707863.2	
Hvul_v3_XM_012707866.2	KCNF1
Hvul_v3_XM_012707867.2	
Hvul_v3_XM_012707870.2	MIER1
Hvul_v3_XM_012707874.2	H2BC13
Hvul_v3_XM_012707876.2	
Hvul_v3_XM_012707878.1	PIF1
Hvul_v3_XM_012707879.2	
Hvul_v3_XM_012707898.2	
Hvul_v3_XM_012707901.2	CPLANE2
Hvul_v3_XM_012707903.2	
Hvul_v3_XM_012707904.1	ZMYM1
Hvul_v3_XM_012707907.2	PABPC4
Hvul_v3_XM_012707913.2	
Hvul_v3_XM_012707924.2	HHIPL2
Hvul_v3_XM_012707931.2	STIMATE
Hvul_v3_XM_012707932.1	THAP4
Hvul_v3_XM_012707942.2	SLC7A2
Hvul_v3_XM_012707944.2	TMEM185A
Hvul_v3_XM_012707975.2	ZMYM5
Hvul_v3_XM_012707985.2	GRM3
Hvul_v3_XM_012707993.2	TMEM175
Hvul_v3_XM_012707997.2	SYT2
Hvul_v3_XM_012708000.1	
Hvul_v3_XM_012708003.2	
Hvul_v3_XM_012708010.2	SLC16A10
Hvul_v3_XM_012708020.2	THAP11
Hvul_v3_XM_012708021.2	
Hvul_v3_XM_012708025.2	FUT4
Hvul_v3_XM_012708028.2	TEX47
Hvul_v3_XM_012708029.2	PHRF1
Hvul_v3_XM_012708031.2	GABPB2
Hvul_v3_XM_012708040.2	
Hvul_v3_XM_012708046.2	FBXL13
Hvul_v3_XM_012708054.2	SOX3
Hvul_v3_XM_012708066.2	ZMYM1
Hvul_v3_XM_012708069.2	ANKLE2
Hvul_v3_XM_012708072.2	ZMYM5
Hvul_v3_XM_012708077.2	
Hvul_v3_XM_012708082.2	
Hvul_v3_XM_012708086.2	
Hvul_v3_XM_012708087.2	
Hvul_v3_XM_012708093.1	
Hvul_v3_XM_012708099.2	STOX1
Hvul_v3_XM_012708112.2	GLIPR2
Hvul_v3_XM_012708133.2	
Hvul_v3_XM_012708136.1	
Hvul_v3_XM_012708137.2	BCL10
Hvul_v3_XM_012708145.2	GIMAP7
Hvul_v3_XM_012708153.2	
Hvul_v3_XM_012708156.2	CHDH
Hvul_v3_XM_012708168.2	HNRNPL
Hvul_v3_XM_012708190.2	PIF1
Hvul_v3_XM_012708192.2	
Hvul_v3_XM_012708193.2	MBLAC1
Hvul_v3_XM_012708194.1	ZMYM1
Hvul_v3_XM_012708200.2	OPN1SW
Hvul_v3_XM_012708207.2	CNN3
Hvul_v3_XM_012708217.2	RBBP8
Hvul_v3_XM_012708223.2	
Hvul_v3_XM_012708231.2	GFI1B
Hvul_v3_XM_012708232.2	KCND3
Hvul_v3_XM_012708238.2	ESYT2
Hvul_v3_XM_012708247.2	SSTR2
Hvul_v3_XM_012708253.2	CHRNA3
Hvul_v3_XM_012708265.2	MYCBP
Hvul_v3_XM_012708267.2	PREP
Hvul_v3_XM_012708272.2	HPDL
Hvul_v3_XM_012708273.2	
Hvul_v3_XM_012708274.1	
Hvul_v3_XM_012708282.2	SKP2
Hvul_v3_XM_012708287.2	SYT14
Hvul_v3_XM_012708295.2	OPN4
Hvul_v3_XM_012708302.1	PGBD4
Hvul_v3_XM_012708310.1	PIF1
Hvul_v3_XM_012708315.1	
Hvul_v3_XM_012708318.2	
Hvul_v3_XM_012708320.2	BTG1
Hvul_v3_XM_012708322.2	PBX1
Hvul_v3_XM_012708327.2	RRH
Hvul_v3_XM_012708328.2	BRS3
Hvul_v3_XM_012708346.2	
Hvul_v3_XM_012708354.2	
Hvul_v3_XM_012708362.2	
Hvul_v3_XM_012708369.2	
Hvul_v3_XM_012708372.2	
Hvul_v3_XM_012708374.2	CFAP97
Hvul_v3_XM_012708397.2	SCNN1A
Hvul_v3_XM_012708400.2	
Hvul_v3_XM_012708402.2	FSIP1
Hvul_v3_XM_012708405.2	MMP25
Hvul_v3_XM_012708419.2	
Hvul_v3_XM_012708426.1	
Hvul_v3_XM_012708429.2	PACRGL
Hvul_v3_XM_012708455.2	OPN1SW
Hvul_v3_XM_012708457.2	
Hvul_v3_XM_012708458.2	TMEM143
Hvul_v3_XM_012708471.2	MANEA
Hvul_v3_XM_012708474.2	GON4L
Hvul_v3_XM_012708491.1	
Hvul_v3_XM_012708499.2	
Hvul_v3_XM_012708500.2	
Hvul_v3_XM_012708504.1	
Hvul_v3_XM_012708506.2	MEST
Hvul_v3_XM_012708507.2	POLR1D
Hvul_v3_XM_012708517.2	
Hvul_v3_XM_012708520.2	ANKFY1
Hvul_v3_XM_012708523.2	SLC2A8
Hvul_v3_XM_012708532.2	
Hvul_v3_XM_012708536.2	CLEC10A
Hvul_v3_XM_012708547.2	
Hvul_v3_XM_012708548.2	
Hvul_v3_XM_012708575.2	
Hvul_v3_XM_012708590.2	
Hvul_v3_XM_012708603.2	
Hvul_v3_XM_012708618.2	SNED1
Hvul_v3_XM_012708630.2	
Hvul_v3_XM_012708639.2	
Hvul_v3_XM_012708640.2	
Hvul_v3_XM_012708642.2	
Hvul_v3_XM_012708644.2	
Hvul_v3_XM_012708652.1	TRAF1
Hvul_v3_XM_012708656.2	SETMAR
Hvul_v3_XM_012708660.2	NLRP13
Hvul_v3_XM_012708661.2	
Hvul_v3_XM_012708679.2	FUT6
Hvul_v3_XM_012708689.2	
Hvul_v3_XM_012708702.2	
Hvul_v3_XM_012708703.2	VAX2
Hvul_v3_XM_012708704.2	
Hvul_v3_XM_012708707.2	
Hvul_v3_XM_012708710.2	
Hvul_v3_XM_012708718.2	ZMYM5
Hvul_v3_XM_012708719.2	
Hvul_v3_XM_012708732.2	
Hvul_v3_XM_012708733.2	
Hvul_v3_XM_012708735.2	ZBED4
Hvul_v3_XM_012708753.2	
Hvul_v3_XM_012708757.2	
Hvul_v3_XM_012708769.2	UTP11
Hvul_v3_XM_012708776.2	WDR36
Hvul_v3_XM_012708779.2	
Hvul_v3_XM_012708797.2	TNNC2
Hvul_v3_XM_012708805.2	OPN3
Hvul_v3_XM_012708810.2	ADGRL2
Hvul_v3_XM_012708811.2	ADGRL1
Hvul_v3_XM_012708822.2	
Hvul_v3_XM_012708824.2	POGZ
Hvul_v3_XM_012708835.2	
Hvul_v3_XM_012708836.2	TAMM41
Hvul_v3_XM_012708838.2	TMEM186
Hvul_v3_XM_012708852.2	MCTP2
Hvul_v3_XM_012708862.2	
Hvul_v3_XM_012708864.2	
Hvul_v3_XM_012708879.2	MMP24
Hvul_v3_XM_012708880.2	RASD2
Hvul_v3_XM_012708886.2	
Hvul_v3_XM_012708910.2	
Hvul_v3_XM_012708921.2	HMCN1
Hvul_v3_XM_012708926.2	
Hvul_v3_XM_012708940.2	
Hvul_v3_XM_012708945.2	ADGRG2
Hvul_v3_XM_012708950.1	TIGD6
Hvul_v3_XM_012708959.2	GIN1
Hvul_v3_XM_012708961.2	ZMYM1
Hvul_v3_XM_012708964.2	KCNQ5
Hvul_v3_XM_012708968.2	
Hvul_v3_XM_012708985.2	
Hvul_v3_XM_012708991.2	
Hvul_v3_XM_012708992.2	
Hvul_v3_XM_012708996.2	TPMT
Hvul_v3_XM_012708997.2	TPMT
Hvul_v3_XM_012709005.2	
Hvul_v3_XM_012709021.2	
Hvul_v3_XM_012709040.2	CTPS1
Hvul_v3_XM_012709051.2	ARID5B
Hvul_v3_XM_012709052.2	PPP1R3B
Hvul_v3_XM_012709054.2	
Hvul_v3_XM_012709055.2	PCSK1
Hvul_v3_XM_012709072.2	
Hvul_v3_XM_012709076.2	B3GNT5
Hvul_v3_XM_012709086.2	
Hvul_v3_XM_012709087.2	PKD1L2
Hvul_v3_XM_012709090.2	
Hvul_v3_XM_012709093.2	MRPL18
Hvul_v3_XM_012709118.2	ANKFY1
Hvul_v3_XM_012709130.2	
Hvul_v3_XM_012709135.2	CHST1
Hvul_v3_XM_012709143.2	SAMD9
Hvul_v3_XM_012709145.2	MYL1
Hvul_v3_XM_012709149.2	
Hvul_v3_XM_012709150.2	
Hvul_v3_XM_012709151.1	SETMAR
Hvul_v3_XM_012709169.2	
Hvul_v3_XM_012709174.2	
Hvul_v3_XM_012709182.2	TIGD6
Hvul_v3_XM_012709183.2	DIAPH3
Hvul_v3_XM_012709191.2	
Hvul_v3_XM_012709192.2	PIFO
Hvul_v3_XM_012709216.2	
Hvul_v3_XM_012709245.2	DNASE1L3
Hvul_v3_XM_012709253.2	RIOK1
Hvul_v3_XM_012709262.1	
Hvul_v3_XM_012709270.2	FHAD1
Hvul_v3_XM_012709274.2	THAP11
Hvul_v3_XM_012709281.2	
Hvul_v3_XM_012709282.2	GPR139
Hvul_v3_XM_012709295.2	SLCO4C1
Hvul_v3_XM_012709300.2	
Hvul_v3_XM_012709314.2	
Hvul_v3_XM_012709318.2	
Hvul_v3_XM_012709319.2	NMRAL1
Hvul_v3_XM_012709332.2	ATP12A
Hvul_v3_XM_012709338.2	
Hvul_v3_XM_012709341.2	
Hvul_v3_XM_012709354.2	ADGRL2
Hvul_v3_XM_012709362.2	
Hvul_v3_XM_012709381.2	BOLL
Hvul_v3_XM_012709396.2	ITK
Hvul_v3_XM_012709404.2	
Hvul_v3_XM_012709405.2	
Hvul_v3_XM_012709408.2	
Hvul_v3_XM_012709414.2	GPR19
Hvul_v3_XM_012709415.2	
Hvul_v3_XM_012709417.2	RPRD2
Hvul_v3_XM_012709420.2	B3GNT5
Hvul_v3_XM_012709423.2	ADORA2A
Hvul_v3_XM_012709429.2	AASDH
Hvul_v3_XM_012709437.2	RTL1
Hvul_v3_XM_012709438.1	
Hvul_v3_XM_012709444.2	
Hvul_v3_XM_012709450.2	PPP1R12A
Hvul_v3_XM_012709464.1	
Hvul_v3_XM_012709472.2	ZEB2
Hvul_v3_XM_012709473.1	CBX3
Hvul_v3_XM_012709478.2	NCBP2
Hvul_v3_XM_012709480.2	TRIM56
Hvul_v3_XM_012709482.2	FUT4
Hvul_v3_XM_012709489.2	
Hvul_v3_XM_012709501.2	
Hvul_v3_XM_012709504.2	NLRP9
Hvul_v3_XM_012709511.2	IRAK4
Hvul_v3_XM_012709514.1	
Hvul_v3_XM_012709515.2	
Hvul_v3_XM_012709517.2	
Hvul_v3_XM_012709518.2	HTR2A
Hvul_v3_XM_012709524.2	SGCB
Hvul_v3_XM_012709525.2	PIF1
Hvul_v3_XM_012709529.2	
Hvul_v3_XM_012709540.2	TET1
Hvul_v3_XM_012709552.2	
Hvul_v3_XM_012709573.2	
Hvul_v3_XM_012709578.2	
Hvul_v3_XM_012709583.2	
Hvul_v3_XM_012709611.2	MCL1
Hvul_v3_XM_012709613.2	CCDC51
Hvul_v3_XM_012709629.2	
Hvul_v3_XM_012709630.2	SLC5A8
Hvul_v3_XM_012709631.2	
Hvul_v3_XM_012709637.2	
Hvul_v3_XM_012709642.1	PGBD4
Hvul_v3_XM_012709646.2	
Hvul_v3_XM_012709650.2	
Hvul_v3_XM_012709654.2	
Hvul_v3_XM_012709656.2	GMNN
Hvul_v3_XM_012709661.2	ZBED4
Hvul_v3_XM_012709678.2	ENPP5
Hvul_v3_XM_012709681.2	NPFFR2
Hvul_v3_XM_012709683.2	
Hvul_v3_XM_012709689.2	COG2
Hvul_v3_XM_012709690.2	
Hvul_v3_XM_012709697.2	CENPV
Hvul_v3_XM_012709698.2	
Hvul_v3_XM_012709707.2	
Hvul_v3_XM_012709711.2	
Hvul_v3_XM_012709715.2	WDR25
Hvul_v3_XM_012709721.2	
Hvul_v3_XM_012709729.1	
Hvul_v3_XM_012709730.2	ZMYM1
Hvul_v3_XM_012709739.2	
Hvul_v3_XM_012709740.2	GDE1
Hvul_v3_XM_012709756.2	
Hvul_v3_XM_012709759.2	
Hvul_v3_XM_012709768.2	
Hvul_v3_XM_012709769.2	LRRC8A
Hvul_v3_XM_012709775.2	
Hvul_v3_XM_012709784.2	
Hvul_v3_XM_012709818.2	
Hvul_v3_XM_012709824.2	
Hvul_v3_XM_012709829.2	SLC37A3
Hvul_v3_XM_012709830.1	
Hvul_v3_XM_012709845.2	GTF2E1
Hvul_v3_XM_012709849.2	TRAK1
Hvul_v3_XM_012709850.2	C11orf54
Hvul_v3_XM_012709851.2	
Hvul_v3_XM_012709852.2	FUT8
Hvul_v3_XM_012709868.2	
Hvul_v3_XM_012709870.2	
Hvul_v3_XM_012709921.1	
Hvul_v3_XM_012709929.2	FKRP
Hvul_v3_XM_012709957.2	IQCB1
Hvul_v3_XM_012709960.2	L1TD1
Hvul_v3_XM_012709961.1	
Hvul_v3_XM_012709985.1	
Hvul_v3_XM_012709986.2	JRKL
Hvul_v3_XM_012709996.2	TM7SF3
Hvul_v3_XM_012710006.2	LZTR1
Hvul_v3_XM_012710012.2	SYNDIG1
Hvul_v3_XM_012710014.1	
Hvul_v3_XM_012710022.2	CD2BP2
Hvul_v3_XM_012710030.2	AGRN
Hvul_v3_XM_012710050.1	
Hvul_v3_XM_012710051.1	
Hvul_v3_XM_012710055.2	
Hvul_v3_XM_012710063.2	PIF1
Hvul_v3_XM_012710073.2	TMEM150C
Hvul_v3_XM_012710100.2	ZBED4
Hvul_v3_XM_012710103.2	
Hvul_v3_XM_012710117.2	
Hvul_v3_XM_012710118.2	YY2
Hvul_v3_XM_012710119.2	
Hvul_v3_XM_012710121.2	TCF15
Hvul_v3_XM_012710122.2	SERINC1
Hvul_v3_XM_012710128.2	
Hvul_v3_XM_012710130.2	
Hvul_v3_XM_012710140.1	
Hvul_v3_XM_012710180.2	
Hvul_v3_XM_012710186.2	TRPA1
Hvul_v3_XM_012710190.2	
Hvul_v3_XM_012710192.2	
Hvul_v3_XM_012710203.2	ADRB2
Hvul_v3_XM_012710207.2	DIRAS2
Hvul_v3_XM_012710210.2	
Hvul_v3_XM_012710213.2	SERINC3
Hvul_v3_XM_012710214.2	SVEP1
Hvul_v3_XM_012710221.2	
Hvul_v3_XM_012710230.2	TMEM242
Hvul_v3_XM_012710237.1	
Hvul_v3_XM_012710243.2	ASIC5
Hvul_v3_XM_012710271.1	ZMYM1
Hvul_v3_XM_012710275.2	MSX2
Hvul_v3_XM_012710278.2	
Hvul_v3_XM_012710286.2	HARBI1
Hvul_v3_XM_012710287.2	
Hvul_v3_XM_012710300.2	
Hvul_v3_XM_012710302.2	
Hvul_v3_XM_012710305.2	ZMYM1
Hvul_v3_XM_012710322.2	
Hvul_v3_XM_012710324.2	TNRC18
Hvul_v3_XM_012710328.2	PRRT1
Hvul_v3_XM_012710330.2	
Hvul_v3_XM_012710336.2	
Hvul_v3_XM_012710345.2	
Hvul_v3_XM_012710347.2	SCN9A
Hvul_v3_XM_012710355.2	RXYLT1
Hvul_v3_XM_012710372.2	
Hvul_v3_XM_012710391.2	OR4C11
Hvul_v3_XM_012710408.2	
Hvul_v3_XM_012710414.2	JRKL
Hvul_v3_XM_012710417.2	DCAF4
Hvul_v3_XM_012710429.1	
Hvul_v3_XM_012710441.2	
Hvul_v3_XM_012710453.2	
Hvul_v3_XM_012710454.2	TMEM175
Hvul_v3_XM_012710457.2	
Hvul_v3_XM_012710470.2	TMEM175
Hvul_v3_XM_012710475.2	TMEM175
Hvul_v3_XM_012710501.2	REG1B
Hvul_v3_XM_012710502.2	KCNA1
Hvul_v3_XM_012710531.2	
Hvul_v3_XM_012710533.2	
Hvul_v3_XM_012710543.2	HTR1B
Hvul_v3_XM_012710550.2	
Hvul_v3_XM_012710559.2	TSPAN7
Hvul_v3_XM_012710565.2	
Hvul_v3_XM_012710583.1	
Hvul_v3_XM_012710587.2	
Hvul_v3_XM_012710592.2	
Hvul_v3_XM_012710600.2	MRPL30
Hvul_v3_XM_012710601.2	
Hvul_v3_XM_012710623.2	
Hvul_v3_XM_012710632.2	MPND
Hvul_v3_XM_012710636.2	
Hvul_v3_XM_012710640.2	SETD1B
Hvul_v3_XM_012710670.2	
Hvul_v3_XM_012710684.1	
Hvul_v3_XM_012710685.2	
Hvul_v3_XM_012710691.2	
Hvul_v3_XM_012710692.2	MFSD6
Hvul_v3_XM_012710694.2	
Hvul_v3_XM_012710701.2	
Hvul_v3_XM_012710709.2	
Hvul_v3_XM_012710714.2	HARBI1
Hvul_v3_XM_012710732.2	PDE11A
Hvul_v3_XM_012710743.2	
Hvul_v3_XM_012710763.2	
Hvul_v3_XM_012710767.1	
Hvul_v3_XM_012710819.2	ZBED4
Hvul_v3_XM_012710855.2	ZMYM1
Hvul_v3_XM_012710888.2	IPO7
Hvul_v3_XM_012710894.2	
Hvul_v3_XM_012710898.2	
Hvul_v3_XM_012710928.2	AJM1
Hvul_v3_XM_012710954.2	
Hvul_v3_XM_012710962.2	THAP1
Hvul_v3_XM_012710969.2	TMEM121B
Hvul_v3_XM_012710971.2	
Hvul_v3_XM_012710987.1	THAP2
Hvul_v3_XM_012710992.1	HARBI1
Hvul_v3_XM_012710994.2	
Hvul_v3_XM_012710995.2	
Hvul_v3_XM_012710998.2	
Hvul_v3_XM_012710999.2	
Hvul_v3_XM_012711023.2	NTAN1
Hvul_v3_XM_012711040.2	
Hvul_v3_XM_012711087.2	CNTNAP2
Hvul_v3_XM_012711091.2	CNTNAP2
Hvul_v3_XM_012711120.2	ZMYM1
Hvul_v3_XM_012711125.2	PCGF5
Hvul_v3_XM_012711141.2	MMD
Hvul_v3_XM_012711163.1	
Hvul_v3_XM_012711190.1	
Hvul_v3_XM_012711192.2	
Hvul_v3_XM_012711198.2	
Hvul_v3_XM_012711210.2	LIPK
Hvul_v3_XM_012711218.2	THAP11
Hvul_v3_XM_012711220.2	
Hvul_v3_XM_012711225.2	SMYD3
Hvul_v3_XM_012711231.2	NPR1
Hvul_v3_XM_012711236.2	
Hvul_v3_XM_012711243.2	
Hvul_v3_XM_012711245.2	FHL5
Hvul_v3_XM_012711246.2	SLC30A9
Hvul_v3_XM_012711253.2	NPY1R
Hvul_v3_XM_012711257.2	
Hvul_v3_XM_012711259.2	
Hvul_v3_XM_012711265.2	PAXIP1
Hvul_v3_XM_012711266.2	SPNS2
Hvul_v3_XM_012711273.1	
Hvul_v3_XM_012711277.2	FBXO8
Hvul_v3_XM_012711281.2	QTRT1
Hvul_v3_XM_012711282.2	
Hvul_v3_XM_012711285.2	HRH2
Hvul_v3_XM_012711287.2	ECE1
Hvul_v3_XM_012711291.2	GRIN2A
Hvul_v3_XM_012711295.2	
Hvul_v3_XM_012711296.2	
Hvul_v3_XM_012711304.2	DDX20
Hvul_v3_XM_012711308.2	OGG1
Hvul_v3_XM_012711320.2	PPT2
Hvul_v3_XM_012711322.2	
Hvul_v3_XM_012711325.2	THEG
Hvul_v3_XM_012711332.2	RAP1A
Hvul_v3_XM_012711334.2	
Hvul_v3_XM_012711336.2	RERE
Hvul_v3_XM_012711343.2	FLVCR2
Hvul_v3_XM_012711344.2	PHRF1
Hvul_v3_XM_012711349.2	COG7
Hvul_v3_XM_012711351.2	SEC16A
Hvul_v3_XM_012711352.2	
Hvul_v3_XM_012711353.2	NPFFR1
Hvul_v3_XM_012711354.2	PRMT7
Hvul_v3_XM_012711360.2	SLMAP
Hvul_v3_XM_012711364.2	ANXA6
Hvul_v3_XM_012711375.2	CARM1
Hvul_v3_XM_012711378.2	
Hvul_v3_XM_012711385.2	KCNQ5
Hvul_v3_XM_012711389.2	ETV1
Hvul_v3_XM_012711390.2	VSX2
Hvul_v3_XM_012711396.2	AKT1S1
Hvul_v3_XM_012711397.2	SLC16A10
Hvul_v3_XM_012711399.2	
Hvul_v3_XM_012711405.2	PRPF19
Hvul_v3_XM_012711408.2	WDR66
Hvul_v3_XM_012711409.2	ADRA1B
Hvul_v3_XM_012711410.2	TLR4
Hvul_v3_XM_012711412.2	CIR1
Hvul_v3_XM_012711413.2	CMTR2
Hvul_v3_XM_012711417.2	NRBF2
Hvul_v3_XM_012711419.2	ESCO2
Hvul_v3_XM_012711421.2	KCNA4
Hvul_v3_XM_012711426.2	
Hvul_v3_XM_012711431.2	PRSS16
Hvul_v3_XM_012711436.2	
Hvul_v3_XM_012711443.2	PHRF1
Hvul_v3_XM_012711445.2	TBCC
Hvul_v3_XM_012711459.2	BOK
Hvul_v3_XM_012711464.2	USF1
Hvul_v3_XM_012711465.2	ORC3
Hvul_v3_XM_012711466.2	
Hvul_v3_XM_012711468.2	EMC4
Hvul_v3_XM_012711471.2	
Hvul_v3_XM_012711473.2	KIF9
Hvul_v3_XM_012711475.2	TPTE2
Hvul_v3_XM_012711477.2	ATP10A
Hvul_v3_XM_012711478.2	
Hvul_v3_XM_012711482.2	ARL3
Hvul_v3_XM_012711486.2	B4GALNT4
Hvul_v3_XM_012711487.2	HOXA7
Hvul_v3_XM_012711488.2	
Hvul_v3_XM_012711489.2	FRRS1
Hvul_v3_XM_012711498.2	ADRA2B
Hvul_v3_XM_012711512.2	
Hvul_v3_XM_012711513.2	ROR2
Hvul_v3_XM_012711514.1	
Hvul_v3_XM_012711518.2	ZMYM5
Hvul_v3_XM_012711522.2	RAP1GDS1
Hvul_v3_XM_012711529.2	ALOX5
Hvul_v3_XM_012711530.2	NCAPD2
Hvul_v3_XM_012711532.2	HECW2
Hvul_v3_XM_012711536.2	SIX6
Hvul_v3_XM_012711540.2	FBXL13
Hvul_v3_XM_012711541.2	SLC30A1
Hvul_v3_XM_012711557.2	PPP1CC
Hvul_v3_XM_012711568.2	HS2ST1
Hvul_v3_XM_012711574.2	DISP1
Hvul_v3_XM_012711575.2	
Hvul_v3_XM_012711577.2	C5orf63
Hvul_v3_XM_012711578.2	GPANK1
Hvul_v3_XM_012711580.2	SAMD3
Hvul_v3_XM_012711581.2	SEC31A
Hvul_v3_XM_012711590.2	
Hvul_v3_XM_012711591.2	SCYL3
Hvul_v3_XM_012711593.2	SYT12
Hvul_v3_XM_012711597.2	
Hvul_v3_XM_012711598.2	CRB1
Hvul_v3_XM_012711606.2	WRNIP1
Hvul_v3_XM_012711610.2	MKLN1
Hvul_v3_XM_012711620.2	KCNQ5
Hvul_v3_XM_012711627.1	
Hvul_v3_XM_012711630.2	MSANTD1
Hvul_v3_XM_012711636.2	SLC33A1
Hvul_v3_XM_012711637.2	
Hvul_v3_XM_012711638.1	
Hvul_v3_XM_012711639.2	
Hvul_v3_XM_012711641.2	HARBI1
Hvul_v3_XM_012711646.2	
Hvul_v3_XM_012711655.2	
Hvul_v3_XM_012711658.2	KCNF1
Hvul_v3_XM_012711685.2	CFAP126
Hvul_v3_XM_012711686.2	UBXN11
Hvul_v3_XM_012711687.2	
Hvul_v3_XM_012711690.2	PAQR5
Hvul_v3_XM_012711691.2	FAM102B
Hvul_v3_XM_012711692.2	PAQR5
Hvul_v3_XM_012711696.2	NPEPL1
Hvul_v3_XM_012711697.2	NID1
Hvul_v3_XM_012711701.2	PPP1R10
Hvul_v3_XM_012711704.2	FAM76A
Hvul_v3_XM_012711705.2	MEP1B
Hvul_v3_XM_012711707.2	MAP3K9
Hvul_v3_XM_012711712.2	KIDINS220
Hvul_v3_XM_012711716.2	
Hvul_v3_XM_012711717.2	
Hvul_v3_XM_012711718.2	
Hvul_v3_XM_012711720.1	ZMYM1
Hvul_v3_XM_012711724.2	
Hvul_v3_XM_012711725.2	
Hvul_v3_XM_012711727.1	
Hvul_v3_XM_012711728.2	
Hvul_v3_XM_012711734.2	JUN
Hvul_v3_XM_012711735.2	SVIL
Hvul_v3_XM_012711738.2	
Hvul_v3_XM_012711742.2	ABI2
Hvul_v3_XM_012711745.2	PSKH1
Hvul_v3_XM_012711747.2	PEX10
Hvul_v3_XM_047266333.1	
Hvul_v3_XM_047266334.1	NIPBL
Hvul_v3_XM_047266335.1	
Hvul_v3_XM_047266337.1	
Hvul_v3_XM_047266339.1	
Hvul_v3_XM_047266341.1	MAP3K2
Hvul_v3_XM_047266343.1	
Hvul_v3_XM_047266344.1	
Hvul_v3_XM_047266345.1	
Hvul_v3_XM_047266346.1	
Hvul_v3_XM_047266348.1	
Hvul_v3_XM_047266349.1	ZSWIM1
Hvul_v3_XM_047266350.1	WNK3
Hvul_v3_XM_047266352.1	ERCC6
Hvul_v3_XM_047266353.1	HPGD
Hvul_v3_XM_047266354.1	
Hvul_v3_XM_047266356.1	
Hvul_v3_XM_047266357.1	SENP8
Hvul_v3_XM_047266358.1	
Hvul_v3_XM_047266359.1	
Hvul_v3_XM_047266360.1	
Hvul_v3_XM_047266361.1	
Hvul_v3_XM_047266362.1	
Hvul_v3_XM_047266364.1	
Hvul_v3_XM_047266365.1	MCOLN3
Hvul_v3_XM_047266366.1	MCOLN3
Hvul_v3_XM_047266369.1	
Hvul_v3_XM_047266370.1	ARFGAP1
Hvul_v3_XM_047266371.1	IKBKE
Hvul_v3_XM_047266372.1	
Hvul_v3_XM_047266373.1	ANKRD55
Hvul_v3_XM_047266375.1	ELOF1
Hvul_v3_XM_047266376.1	
Hvul_v3_XM_047266381.1	MTNR1A
Hvul_v3_XM_047266382.1	
Hvul_v3_XM_047266383.1	
Hvul_v3_XM_047266384.1	BOLL
Hvul_v3_XM_047266385.1	ZMYM1
Hvul_v3_XM_047266386.1	
Hvul_v3_XM_047266392.1	LSM8
Hvul_v3_XM_047266393.1	
Hvul_v3_XM_047266394.1	
Hvul_v3_XM_047266399.1	MAP3K1
Hvul_v3_XM_047266401.1	TAAR2
Hvul_v3_XM_047266402.1	HERC2
Hvul_v3_XM_047266406.1	GMPPB
Hvul_v3_XM_047266407.1	
Hvul_v3_XM_047266408.1	TIGD6
Hvul_v3_XM_047266409.1	
Hvul_v3_XM_047266410.1	
Hvul_v3_XM_047266412.1	TMEM65
Hvul_v3_XM_047266416.1	NRCAM
Hvul_v3_XM_047266419.1	CHST11
Hvul_v3_XM_047266421.1	C9orf116
Hvul_v3_XM_047266424.1	
Hvul_v3_XM_047266425.1	
Hvul_v3_XM_047266427.1	ASZ1
Hvul_v3_XM_047266428.1	ARHGAP45
Hvul_v3_XM_047266430.1	
Hvul_v3_XM_047266431.1	
Hvul_v3_XM_047266432.1	
Hvul_v3_XM_047266434.1	
Hvul_v3_XM_047266435.1	
Hvul_v3_XM_047266436.1	TAF3
Hvul_v3_XM_047266439.1	
Hvul_v3_XM_047266442.1	
Hvul_v3_XM_047266443.1	AL096814.1
Hvul_v3_XM_047266444.1	
Hvul_v3_XM_047266445.1	
Hvul_v3_XM_047266446.1	
Hvul_v3_XM_047266448.1	BIRC7
Hvul_v3_XM_047266449.1	
Hvul_v3_XM_047266450.1	
Hvul_v3_XM_047266451.1	DOCK7
Hvul_v3_XM_047266452.1	
Hvul_v3_XM_047266453.1	
Hvul_v3_XM_047266454.1	
Hvul_v3_XM_047266457.1	
Hvul_v3_XM_047266462.1	
Hvul_v3_XM_047266463.1	
Hvul_v3_XM_047266464.1	
