ko	uniprot_entry	ensembl_transcript	name	name_long
K01384	P48615	Mmus_ENSMUST00000167303	WNT11	wingless-type MMTV integration site family, member 11
K01388	G5E8A9	Mmus_ENSMUST00000047888	MMP1	matrix metalloproteinase-1 (interstitial collagenase) [EC:3.4.24.7]
K01388	Q9EPL5	Mmus_ENSMUST00000217651	MMP1	matrix metalloproteinase-1 (interstitial collagenase) [EC:3.4.24.7]
K01389	Q61391	Mmus_ENSMUST00000029400	MME, CD10	neprilysin [EC:3.4.24.11]
K01389	Q61391	Mmus_ENSMUST00000194134	MME, CD10	neprilysin [EC:3.4.24.11]
K01389	Q61391	Mmus_ENSMUST00000194150	MME, CD10	neprilysin [EC:3.4.24.11]
K01392	A0A0R4IZY0	Mmus_ENSMUST00000005057	THOP1	thimet oligopeptidase [EC:3.4.24.15]
K01393	Q91YP2	Mmus_ENSMUST00000109315	NLN	neurolysin [EC:3.4.24.16]
K01394	Q922W6	Mmus_ENSMUST00000034497	MMP3	matrix metalloproteinase-3 (stromelysin 1, progelatinase) [EC:3.4.24.17]
K01395	A0A0R4J043	Mmus_ENSMUST00000024707	MEP1A	meprin A [EC:3.4.24.18]
K01395	P28825	Mmus_ENSMUST00000117137	MEP1A	meprin A [EC:3.4.24.18]
K01396	O55123	Mmus_ENSMUST00000034488	MMP10	matrix metalloproteinase-10 (stromelysin 2) [EC:3.4.24.22]
K01397	Q3UN27	Mmus_ENSMUST00000018767	MMP7	matrix metalloproteinase-7 (matrilysin, uterine) [EC:3.4.24.23]
K01398	P33434	Mmus_ENSMUST00000034187	MMP2	matrix metalloproteinase-2 (gelatinase A) [EC:3.4.24.24]
K01402	O70138	Mmus_ENSMUST00000018765	MMP8	matrix metalloproteinase-8 (neutrophil collagenase) [EC:3.4.24.34]
K01403	P41245	Mmus_ENSMUST00000017881	MMP9	matrix metalloproteinase-9 (gelatinase B) [EC:3.4.24.35]
K01408	Q8CGB9	Mmus_ENSMUST00000131070	IDE, ide	insulysin [EC:3.4.24.56]
K01409	Q6PEB4	Mmus_ENSMUST00000027265	OSGEP, KAE1, QRI7	N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
K01409	Q6PEB4	Mmus_ENSMUST00000114484	OSGEP, KAE1, QRI7	N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
K01409	Q6PEB4	Mmus_ENSMUST00000135614	OSGEP, KAE1, QRI7	N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
K01409	A0A0R4J1Y3	Mmus_ENSMUST00000159292	OSGEP, KAE1, QRI7	N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
K01409	A0A0R4J1Y3	Mmus_ENSMUST00000160393	OSGEP, KAE1, QRI7	N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
K01410	A6H611	Mmus_ENSMUST00000063562	MIPEP	mitochondrial intermediate peptidase [EC:3.4.24.59]
K01410	A6H611	Mmus_ENSMUST00000224635	MIPEP	mitochondrial intermediate peptidase [EC:3.4.24.59]
K01411	Q8BHG1	Mmus_ENSMUST00000065977	NRD1	nardilysin [EC:3.4.24.61]
K01412	Q9DC61	Mmus_ENSMUST00000076431	PMPCA, MAS2	mitochondrial-processing peptidase subunit alpha [EC:3.4.24.64]
K01413	P34960	Mmus_ENSMUST00000005950	MMP12	matrix metalloproteinase-12 (macrophage elastase) [EC:3.4.24.65]
K01415	B2RQR8	Mmus_ENSMUST00000003898	ECE	endothelin-converting enzyme [EC:3.4.24.71]
K01415	P0DPD9	Mmus_ENSMUST00000079600	ECE	endothelin-converting enzyme [EC:3.4.24.71]
K01415	Q4PZA2	Mmus_ENSMUST00000102518	ECE	endothelin-converting enzyme [EC:3.4.24.71]
K01415	P0DPE0	Mmus_ENSMUST00000115522	ECE	endothelin-converting enzyme [EC:3.4.24.71]
K01415	P0DPD9	Mmus_ENSMUST00000120394	ECE	endothelin-converting enzyme [EC:3.4.24.71]
K01415	B2RQR8	Mmus_ENSMUST00000133344	ECE	endothelin-converting enzyme [EC:3.4.24.71]
K01425	Q571F8	Mmus_ENSMUST00000044776	glsA, GLS	glutaminase [EC:3.5.1.2]
K01425	D3Z7P3	Mmus_ENSMUST00000114510	glsA, GLS	glutaminase [EC:3.5.1.2]
K01425	D3Z7P3	Mmus_ENSMUST00000114513	glsA, GLS	glutaminase [EC:3.5.1.2]
K01431	Q8VC97	Mmus_ENSMUST00000039925	UPB1, pydC	beta-ureidopropionase [EC:3.5.1.6]
K01432	Q8K4H1	Mmus_ENSMUST00000073388	AFMID	arylformamidase [EC:3.5.1.9]
K01435	A0A0R4J131	Mmus_ENSMUST00000090147	BTD	biotinidase [EC:3.5.1.12]
K01437	Q8R3P0	Mmus_ENSMUST00000021119	ASPA, aspA	aspartoacylase [EC:3.5.1.15]
K01437	Q8R3P0	Mmus_ENSMUST00000184572	ASPA, aspA	aspartoacylase [EC:3.5.1.15]
K01441	Q8VD53	Mmus_ENSMUST00000045224	ACER1_2, ASAH3	alkaline ceramidase [EC:3.5.1.23]
K01441	Q8R4X1	Mmus_ENSMUST00000056113	ACER1_2, ASAH3	alkaline ceramidase [EC:3.5.1.23]
K01441	Q8VD53	Mmus_ENSMUST00000084433	ACER1_2, ASAH3	alkaline ceramidase [EC:3.5.1.23]
K01443	Q8JZV7	Mmus_ENSMUST00000040735	nagA, AMDHD2	N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]
K01444	Q64191	Mmus_ENSMUST00000033920	AGA, aspG	N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26]
K01446	O88593	Mmus_ENSMUST00000032573	PGRP	peptidoglycan recognition protein
K01446	A1A547	Mmus_ENSMUST00000047660	PGRP	peptidoglycan recognition protein
K01446	Q0VB07	Mmus_ENSMUST00000047745	PGRP	peptidoglycan recognition protein
K01446	Q8VCS0	Mmus_ENSMUST00000170392	PGRP	peptidoglycan recognition protein
K01446	Q8VCS0	Mmus_ENSMUST00000236386	PGRP	peptidoglycan recognition protein
K01446	Q8VCS0	Mmus_ENSMUST00000237130	PGRP	peptidoglycan recognition protein
K01456	Q9JI78	Mmus_ENSMUST00000022310	E3.5.1.52, NGLY1, PNG1	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase [EC:3.5.1.52]
K01462	S4R2K0	Mmus_ENSMUST00000055316	PDF, def	peptide deformylase [EC:3.5.1.88]
K01464	Q9EQF5	Mmus_ENSMUST00000022915	DPYS, dht, hydA	dihydropyrimidinase [EC:3.5.2.2]
K01464	Q9EQF5	Mmus_ENSMUST00000110306	DPYS, dht, hydA	dihydropyrimidinase [EC:3.5.2.2]
K01468	Q9DBA8	Mmus_ENSMUST00000016034	hutI, AMDHD1	imidazolonepropionase [EC:3.5.2.7]
K01469	Q8K010	Mmus_ENSMUST00000023222	OPLAH, OXP1, oplAH	5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9]
K01469	Q8K010	Mmus_ENSMUST00000171340	OPLAH, OXP1, oplAH	5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9]
K01476	Q61176	Mmus_ENSMUST00000020161	rocF, arg	arginase [EC:3.5.3.1]
K01476	O08691	Mmus_ENSMUST00000021550	rocF, arg	arginase [EC:3.5.3.1]
K01477	Q9JHX6	Mmus_ENSMUST00000020965	alc, ALLC	allantoicase [EC:3.5.3.4]
K01477	Q9JHX6	Mmus_ENSMUST00000110917	alc, ALLC	allantoicase [EC:3.5.3.4]
K01481	Q9Z184	Mmus_ENSMUST00000026377	E3.5.3.15	protein-arginine deiminase [EC:3.5.3.15]
K01481	Q9Z185	Mmus_ENSMUST00000026378	E3.5.3.15	protein-arginine deiminase [EC:3.5.3.15]
K01481	Q08642	Mmus_ENSMUST00000030765	E3.5.3.15	protein-arginine deiminase [EC:3.5.3.15]
K01481	Q8K3V4	Mmus_ENSMUST00000038749	E3.5.3.15	protein-arginine deiminase [EC:3.5.3.15]
K01482	Q99LD8	Mmus_ENSMUST00000007255	DDAH, ddaH	dimethylargininase [EC:3.5.3.18]
K01482	Q9CWS0	Mmus_ENSMUST00000029845	DDAH, ddaH	dimethylargininase [EC:3.5.3.18]
K01487	Q9R111	Mmus_ENSMUST00000087600	guaD, GDA	guanine deaminase [EC:3.5.4.3]
K01488	P03958	Mmus_ENSMUST00000017841	add, ADA	adenosine deaminase [EC:3.5.4.4]
K01489	P56389	Mmus_ENSMUST00000030535	cdd, CDA	cytidine deaminase [EC:3.5.4.5]
K01490	O08739	Mmus_ENSMUST00000005829	AMPD	AMP deaminase [EC:3.5.4.6]
K01490	Q9DBT5	Mmus_ENSMUST00000078912	AMPD	AMP deaminase [EC:3.5.4.6]
K01490	Q3V1D3	Mmus_ENSMUST00000090715	AMPD	AMP deaminase [EC:3.5.4.6]
K01490	Q9DBT5	Mmus_ENSMUST00000102637	AMPD	AMP deaminase [EC:3.5.4.6]
K01490	Q9DBT5	Mmus_ENSMUST00000102638	AMPD	AMP deaminase [EC:3.5.4.6]
K01490	O08739	Mmus_ENSMUST00000170374	AMPD	AMP deaminase [EC:3.5.4.6]
K01493	Q8K2D6	Mmus_ENSMUST00000033966	comEB	dCMP deaminase [EC:3.5.4.12]
K01493	G3X908	Mmus_ENSMUST00000033966	comEB	dCMP deaminase [EC:3.5.4.12]
K01493	G3X908	Mmus_ENSMUST00000170263	comEB	dCMP deaminase [EC:3.5.4.12]
K01493	Q8K2D6	Mmus_ENSMUST00000170263	comEB	dCMP deaminase [EC:3.5.4.12]
K01493	Q8K2D6	Mmus_ENSMUST00000174278	comEB	dCMP deaminase [EC:3.5.4.12]
K01493	G3X908	Mmus_ENSMUST00000174278	comEB	dCMP deaminase [EC:3.5.4.12]
K01495	Q05915	Mmus_ENSMUST00000089959	GCH1, folE	GTP cyclohydrolase IA [EC:3.5.4.16]
K01507	Q9D819	Mmus_ENSMUST00000020286	ppa	inorganic pyrophosphatase [EC:3.6.1.1]
K01507	Q91VM9	Mmus_ENSMUST00000029644	ppa	inorganic pyrophosphatase [EC:3.6.1.1]
K01509	O55026	Mmus_ENSMUST00000028328	ENTPD2	adenosinetriphosphatase [EC:3.6.1.-]
K01510	Q8K0L2	Mmus_ENSMUST00000044078	ENTPD1_3_8, CD39	apyrase [EC:3.6.1.5]
K01510	Q8BFW6	Mmus_ENSMUST00000047687	ENTPD1_3_8, CD39	apyrase [EC:3.6.1.5]
K01510	P55772	Mmus_ENSMUST00000112231	ENTPD1_3_8, CD39	apyrase [EC:3.6.1.5]
K01510	Q8K0L2	Mmus_ENSMUST00000114376	ENTPD1_3_8, CD39	apyrase [EC:3.6.1.5]
K01510	Q8K0L2	Mmus_ENSMUST00000114380	ENTPD1_3_8, CD39	apyrase [EC:3.6.1.5]
K01511	Q9WUZ9	Mmus_ENSMUST00000021662	ENTPD5_6	ectonucleoside triphosphate diphosphohydrolase 5/6 [EC:3.6.1.6]
K01511	Q3U0P5	Mmus_ENSMUST00000094467	ENTPD5_6	ectonucleoside triphosphate diphosphohydrolase 5/6 [EC:3.6.1.6]
K01511	Q9WUZ9	Mmus_ENSMUST00000110272	ENTPD5_6	ectonucleoside triphosphate diphosphohydrolase 5/6 [EC:3.6.1.6]
K01511	Q9WUZ9	Mmus_ENSMUST00000117286	ENTPD5_6	ectonucleoside triphosphate diphosphohydrolase 5/6 [EC:3.6.1.6]
K01511	Q9WUZ9	Mmus_ENSMUST00000120942	ENTPD5_6	ectonucleoside triphosphate diphosphohydrolase 5/6 [EC:3.6.1.6]
K01511	Q9WUZ9	Mmus_ENSMUST00000122194	ENTPD5_6	ectonucleoside triphosphate diphosphohydrolase 5/6 [EC:3.6.1.6]
K01512	P56376	Mmus_ENSMUST00000008966	acyP	acylphosphatase [EC:3.6.1.7]
K01512	P56375	Mmus_ENSMUST00000074613	acyP	acylphosphatase [EC:3.6.1.7]
K01512	P56376	Mmus_ENSMUST00000117138	acyP	acylphosphatase [EC:3.6.1.7]
K01513	Q6DYE8	Mmus_ENSMUST00000020169	ENPP1_3, CD203	ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 [EC:3.1.4.1 3.6.1.9]
K01513	A0A0R4J1Q7	Mmus_ENSMUST00000135846	ENPP1_3, CD203	ectonucleotide pyrophosphatase/phosphodiesterase family member 1/3 [EC:3.1.4.1 3.6.1.9]
K01514	Q8BIW1	Mmus_ENSMUST00000015855	PRUNE, PPX1	exopolyphosphatase [EC:3.6.1.11]
K01517	Q99KS6	Mmus_ENSMUST00000116363	ADPRM	manganese-dependent ADP-ribose/CDP-alcohol diphosphatase [EC:3.6.1.13 3.6.1.16 3.6.1.53]
K01517	Q99KS6	Mmus_ENSMUST00000146338	ADPRM	manganese-dependent ADP-ribose/CDP-alcohol diphosphatase [EC:3.6.1.13 3.6.1.16 3.6.1.53]
K01518	P56380	Mmus_ENSMUST00000030154	NUDT2	bis(5-nucleosidyl)-tetraphosphatase [EC:3.6.1.17]
K01519	Q9D892	Mmus_ENSMUST00000103193	rdgB, ITPA	XTP/dITP diphosphohydrolase [EC:3.6.1.66]
K01520	Q9CQ43	Mmus_ENSMUST00000051605	dut, DUT	dUTP diphosphatase [EC:3.6.1.23]
K01520	Q9CQ43	Mmus_ENSMUST00000082122	dut, DUT	dUTP diphosphatase [EC:3.6.1.23]
K01522	O89106	Mmus_ENSMUST00000161302	FHIT	bis(5-adenosyl)-triphosphatase [EC:3.6.1.29]
K01522	O89106	Mmus_ENSMUST00000162278	FHIT	bis(5-adenosyl)-triphosphatase [EC:3.6.1.29]
K01522	O89106	Mmus_ENSMUST00000179394	FHIT	bis(5-adenosyl)-triphosphatase [EC:3.6.1.29]
K01527	Q64152	Mmus_ENSMUST00000022163	EGD1, BTF3	nascent polypeptide-associated complex subunit beta
K01527	Q9CQH7	Mmus_ENSMUST00000102739	EGD1, BTF3	nascent polypeptide-associated complex subunit beta
K01527	Q9CQH7	Mmus_ENSMUST00000102740	EGD1, BTF3	nascent polypeptide-associated complex subunit beta
K01527	Q9CQH7	Mmus_ENSMUST00000102741	EGD1, BTF3	nascent polypeptide-associated complex subunit beta
K01527	Q9CQH7	Mmus_ENSMUST00000102742	EGD1, BTF3	nascent polypeptide-associated complex subunit beta
K01527	Q64152	Mmus_ENSMUST00000134542	EGD1, BTF3	nascent polypeptide-associated complex subunit beta
K01527	Q64152	Mmus_ENSMUST00000152704	EGD1, BTF3	nascent polypeptide-associated complex subunit beta
K01527	Q9CQH7	Mmus_ENSMUST00000220449	EGD1, BTF3	nascent polypeptide-associated complex subunit beta
K01528	Q8BZ98	Mmus_ENSMUST00000070330	DNM1_3	dynamin 1/3 [EC:3.6.5.5]
K01528	P39053	Mmus_ENSMUST00000078352	DNM1_3	dynamin 1/3 [EC:3.6.5.5]
K01528	P39053	Mmus_ENSMUST00000091089	DNM1_3	dynamin 1/3 [EC:3.6.5.5]
K01528	P39053	Mmus_ENSMUST00000113350	DNM1_3	dynamin 1/3 [EC:3.6.5.5]
K01528	P39053	Mmus_ENSMUST00000113352	DNM1_3	dynamin 1/3 [EC:3.6.5.5]
K01528	P39053	Mmus_ENSMUST00000113365	DNM1_3	dynamin 1/3 [EC:3.6.5.5]
K01528	P39053	Mmus_ENSMUST00000139624	DNM1_3	dynamin 1/3 [EC:3.6.5.5]
K01528	P39053	Mmus_ENSMUST00000202578	DNM1_3	dynamin 1/3 [EC:3.6.5.5]
K01530	Q6UQ17	Mmus_ENSMUST00000020383	E7.6.2.1	phospholipid-translocating ATPase [EC:7.6.2.1]
K01530	Q148W0	Mmus_ENSMUST00000025482	E7.6.2.1	phospholipid-translocating ATPase [EC:7.6.2.1]
K01530	A2ANX3	Mmus_ENSMUST00000040128	E7.6.2.1	phospholipid-translocating ATPase [EC:7.6.2.1]
K01530	A2ANX3	Mmus_ENSMUST00000040149	E7.6.2.1	phospholipid-translocating ATPase [EC:7.6.2.1]
K01530	B1AWN4	Mmus_ENSMUST00000077659	E7.6.2.1	phospholipid-translocating ATPase [EC:7.6.2.1]
K01530	D3YV00	Mmus_ENSMUST00000091790	E7.6.2.1	phospholipid-translocating ATPase [EC:7.6.2.1]
K01530	A3FIN4	Mmus_ENSMUST00000102953	E7.6.2.1	phospholipid-translocating ATPase [EC:7.6.2.1]
K01530	A3FIN4	Mmus_ENSMUST00000107942	E7.6.2.1	phospholipid-translocating ATPase [EC:7.6.2.1]
K01530	E9QAL4	Mmus_ENSMUST00000168276	E7.6.2.1	phospholipid-translocating ATPase [EC:7.6.2.1]
K01530	O54827	Mmus_ENSMUST00000168747	E7.6.2.1	phospholipid-translocating ATPase [EC:7.6.2.1]
K01537	Q80XR2	Mmus_ENSMUST00000038118	ATP2C	P-type Ca2+ transporter type 2C [EC:7.2.2.10]
K01537	A7L9Z8	Mmus_ENSMUST00000095171	ATP2C	P-type Ca2+ transporter type 2C [EC:7.2.2.10]
K01537	Q80XR2	Mmus_ENSMUST00000112558	ATP2C	P-type Ca2+ transporter type 2C [EC:7.2.2.10]
K01538	Q04646	Mmus_ENSMUST00000041005	FXYD2, ATP1G1	sodium/potassium-transporting ATPase subunit gamma (FXYD domain-containing ion transport regulator 2)
K01539	Q8VDN2	Mmus_ENSMUST00000036493	ATP1A	sodium/potassium-transporting ATPase subunit alpha [EC:7.2.2.13]
K01539	Q6PIC6	Mmus_ENSMUST00000080882	ATP1A	sodium/potassium-transporting ATPase subunit alpha [EC:7.2.2.13]
K01539	Q6PIE5	Mmus_ENSMUST00000085913	ATP1A	sodium/potassium-transporting ATPase subunit alpha [EC:7.2.2.13]
K01539	Q9WV27	Mmus_ENSMUST00000111243	ATP1A	sodium/potassium-transporting ATPase subunit alpha [EC:7.2.2.13]
K01540	Q99ME6	Mmus_ENSMUST00000016471	ATP1B, CD298	sodium/potassium-transporting ATPase subunit beta
K01540	P14094	Mmus_ENSMUST00000027863	ATP1B, CD298	sodium/potassium-transporting ATPase subunit beta
K01540	P97370	Mmus_ENSMUST00000034983	ATP1B, CD298	sodium/potassium-transporting ATPase subunit beta
K01540	P14231	Mmus_ENSMUST00000047889	ATP1B, CD298	sodium/potassium-transporting ATPase subunit beta
K01540	Q99ME6	Mmus_ENSMUST00000115134	ATP1B, CD298	sodium/potassium-transporting ATPase subunit beta
K01542	Q64436	Mmus_ENSMUST00000005692	ATP4A	H+/K+-exchanging ATPase subunit alpha [EC:7.2.2.19]
K01543	P50992	Mmus_ENSMUST00000033826	ATP4B	H+/K+-exchanging ATPase subunit beta [EC:7.2.2.19]
K01544	Q9Z1W8	Mmus_ENSMUST00000007340	ATP12A	non-gastric H+/K+-exchanging ATPase [EC:7.2.2.19]
K01551	O54984	Mmus_ENSMUST00000064314	arsA, ASNA1, GET3	arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-]
K01555	P35505	Mmus_ENSMUST00000032865	FAH, fahA	fumarylacetoacetase [EC:3.7.1.2]
K01556	Q9CXF0	Mmus_ENSMUST00000028223	KYNU, kynU	kynureninase [EC:3.7.1.3]
K01556	A2ARD6	Mmus_ENSMUST00000028223	KYNU, kynU	kynureninase [EC:3.7.1.3]
K01556	Q9CXF0	Mmus_ENSMUST00000240759	KYNU, kynU	kynureninase [EC:3.7.1.3]
K01557	A0AAG1ESS4	Mmus_ENSMUST00000049642	FAHD1	acylpyruvate hydrolase [EC:3.7.1.5]
K01558	Q9QYS1	Mmus_ENSMUST00000031681	WNT16	wingless-type MMTV integration site family, member 16
K01565	Q9EQ08	Mmus_ENSMUST00000005173	SGSH	N-sulfoglucosamine sulfohydrolase [EC:3.10.1.1]
K01578	Q99J39	Mmus_ENSMUST00000098367	MLYCD	malonyl-CoA decarboxylase [EC:4.1.1.9]
K01580	P48320	Mmus_ENSMUST00000028123	E4.1.1.15, gadB, gadA, GAD	glutamate decarboxylase [EC:4.1.1.15]
K01580	P48318	Mmus_ENSMUST00000094934	E4.1.1.15, gadB, gadA, GAD	glutamate decarboxylase [EC:4.1.1.15]
K01581	Q3UNZ2	Mmus_ENSMUST00000023884	E4.1.1.17, ODC1, speC, speF	ornithine decarboxylase [EC:4.1.1.17]
K01581	P00860	Mmus_ENSMUST00000171737	E4.1.1.17, ODC1, speC, speF	ornithine decarboxylase [EC:4.1.1.17]
K01583	Q8BVM4	Mmus_ENSMUST00000030581	E4.1.1.19	arginine decarboxylase [EC:4.1.1.19]
K01583	Q8BVM4	Mmus_ENSMUST00000106068	E4.1.1.19	arginine decarboxylase [EC:4.1.1.19]
K01587	Q9DCL9	Mmus_ENSMUST00000031160	PAICS	phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:4.1.1.21 6.3.2.6]
K01587	Q9DCL9	Mmus_ENSMUST00000117536	PAICS	phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:4.1.1.21 6.3.2.6]
K01587	Q9DCL9	Mmus_ENSMUST00000120912	PAICS	phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:4.1.1.21 6.3.2.6]
K01590	P23738	Mmus_ENSMUST00000028838	hdc, HDC	histidine decarboxylase [EC:4.1.1.22]
K01593	O88533	Mmus_ENSMUST00000066237	DDC, TDC	aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]
K01593	O88533	Mmus_ENSMUST00000109659	DDC, TDC	aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]
K01593	O88533	Mmus_ENSMUST00000178704	DDC, TDC	aromatic-L-amino-acid/L-tryptophan decarboxylase [EC:4.1.1.28 4.1.1.105]
K01596	Q9Z2V4	Mmus_ENSMUST00000029017	E4.1.1.32, pckA, PCK	phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]
K01596	A0A0R4J0G0	Mmus_ENSMUST00000048781	E4.1.1.32, pckA, PCK	phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]
K01596	Q8BH04	Mmus_ENSMUST00000226519	E4.1.1.32, pckA, PCK	phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]
K01597	Q99JF5	Mmus_ENSMUST00000006692	MVD, mvaD	diphosphomevalonate decarboxylase [EC:4.1.1.33]
K01598	Q8BZB2	Mmus_ENSMUST00000085709	PPCDC, coaC	phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36]
K01599	P70697	Mmus_ENSMUST00000030446	hemE, UROD	uroporphyrinogen decarboxylase [EC:4.1.1.37]
K01611	D3Z6H8	Mmus_ENSMUST00000080898	speD, AMD1	S-adenosylmethionine decarboxylase [EC:4.1.1.50]
K01611	P0DMN7	Mmus_ENSMUST00000099945	speD, AMD1	S-adenosylmethionine decarboxylase [EC:4.1.1.50]
K01611	P0DMN7	Mmus_ENSMUST00000238969	speD, AMD1	S-adenosylmethionine decarboxylase [EC:4.1.1.50]
K01613	Q8BSF4	Mmus_ENSMUST00000061895	psd, PISD	phosphatidylserine decarboxylase [EC:4.1.1.65]
K01619	Q91YP3	Mmus_ENSMUST00000087675	deoC, DERA	deoxyribose-phosphate aldolase [EC:4.1.2.4]
K01620	Q6XPS7	Mmus_ENSMUST00000033230	ltaE	threonine aldolase [EC:4.1.2.48]
K01623	P05063	Mmus_ENSMUST00000017534	ALDO	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
K01623	Q91Y97	Mmus_ENSMUST00000029987	ALDO	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
K01623	P05064	Mmus_ENSMUST00000032934	ALDO	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
K01623	A6ZI46	Mmus_ENSMUST00000078617	ALDO	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
K01623	A6ZI47	Mmus_ENSMUST00000080123	ALDO	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
K01623	P05063	Mmus_ENSMUST00000102478	ALDO	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
K01623	P05064	Mmus_ENSMUST00000106348	ALDO	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
K01634	Q8R0X7	Mmus_ENSMUST00000092498	SGPL1, DPL1	sphinganine-1-phosphate aldolase [EC:4.1.2.27]
K01634	Q8R0X7	Mmus_ENSMUST00000122259	SGPL1, DPL1	sphinganine-1-phosphate aldolase [EC:4.1.2.27]
K01639	Q9DCJ9	Mmus_ENSMUST00000041874	E4.1.3.3, nanA, NPL	N-acetylneuraminate lyase [EC:4.1.3.3]
K01640	Q8JZS7	Mmus_ENSMUST00000008052	HMGCL, hmgL	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
K01640	P38060	Mmus_ENSMUST00000030432	HMGCL, hmgL	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
K01641	P54869	Mmus_ENSMUST00000090746	HMGCS	hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]
K01641	P54869	Mmus_ENSMUST00000120541	HMGCS	hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]
K01641	Q8JZK9	Mmus_ENSMUST00000179869	HMGCS	hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]
K01641	Q8JZK9	Mmus_ENSMUST00000224188	HMGCS	hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]
K01645	O55233	Mmus_ENSMUST00000048430	CER1	cerberus 1
K01647	Q9CZU6	Mmus_ENSMUST00000005826	CS, gltA	citrate synthase [EC:2.3.3.1]
K01647	Q80X68	Mmus_ENSMUST00000056085	CS, gltA	citrate synthase [EC:2.3.3.1]
K01648	Q91V92	Mmus_ENSMUST00000007131	ACLY	ATP citrate (pro-S)-lyase [EC:2.3.3.8]
K01648	Q91V92	Mmus_ENSMUST00000165111	ACLY	ATP citrate (pro-S)-lyase [EC:2.3.3.8]
K01672	Q9D6N1	Mmus_ENSMUST00000029071	CA	carbonic anhydrase [EC:4.2.1.1]
K01672	P16015	Mmus_ENSMUST00000029076	CA	carbonic anhydrase [EC:4.2.1.1]
K01672	Q8VHB5	Mmus_ENSMUST00000030183	CA	carbonic anhydrase [EC:4.2.1.1]
K01672	P18761	Mmus_ENSMUST00000030817	CA	carbonic anhydrase [EC:4.2.1.1]
K01672	Q9QZA0	Mmus_ENSMUST00000033739	CA	carbonic anhydrase [EC:4.2.1.1]
K01672	Q9WVT6	Mmus_ENSMUST00000036181	CA	carbonic anhydrase [EC:4.2.1.1]
K01672	Q9ERQ8	Mmus_ENSMUST00000056051	CA	carbonic anhydrase [EC:4.2.1.1]
K01672	P23589	Mmus_ENSMUST00000057653	CA	carbonic anhydrase [EC:4.2.1.1]
K01672	P28651	Mmus_ENSMUST00000066674	CA	carbonic anhydrase [EC:4.2.1.1]
K01672	A0A0R4J0W4	Mmus_ENSMUST00000071889	CA	carbonic anhydrase [EC:4.2.1.1]
K01672	P13634	Mmus_ENSMUST00000094365	CA	carbonic anhydrase [EC:4.2.1.1]
K01672	Q99N23	Mmus_ENSMUST00000118960	CA	carbonic anhydrase [EC:4.2.1.1]
K01672	P13634	Mmus_ENSMUST00000181860	CA	carbonic anhydrase [EC:4.2.1.1]
K01679	P97807	Mmus_ENSMUST00000027810	E4.2.1.2B, fumC, FH	fumarate hydratase, class II [EC:4.2.1.2]
K01681	Q99KI0	Mmus_ENSMUST00000023116	ACO	aconitate hydratase [EC:4.2.1.3]
K01681	P28271	Mmus_ENSMUST00000102973	ACO	aconitate hydratase [EC:4.2.1.3]
K01689	P17183	Mmus_ENSMUST00000004378	ENO1_2_3, eno	enolase 1/2/3 [EC:4.2.1.11]
K01689	P21550	Mmus_ENSMUST00000072841	ENO1_2_3, eno	enolase 1/2/3 [EC:4.2.1.11]
