Ocupat_v02_G000001.t0	Ocupat_v02_G000001
Ocupat_v02_G014352.t0	Ocupat_v02_G014352
Ocupat_v02_G014353.t0	Ocupat_v02_G014353
Ocupat_v02_G014354.t0	Ocupat_v02_G014354
Ocupat_v02_G014355.t0	Ocupat_v02_G014355
Ocupat_v02_G014356.t0	Ocupat_v02_G014356
Ocupat_v02_G014356.t1	Ocupat_v02_G014356
Ocupat_v02_G014357.t0	Ocupat_v02_G014357
Ocupat_v02_G014358.t0	Ocupat_v02_G014358
Ocupat_v02_G014359.t0	Ocupat_v02_G014359
Ocupat_v02_G014361.t0	Ocupat_v02_G014361
Ocupat_v02_G014362.t0	Ocupat_v02_G014362
Ocupat_v02_G014365.t0	Ocupat_v02_G014365
Ocupat_v02_G014366.t0	Ocupat_v02_G014366
Ocupat_v02_G014367.t0	Ocupat_v02_G014367
Ocupat_v02_G014368.t0	Ocupat_v02_G014368
Ocupat_v02_G014368.t1	Ocupat_v02_G014368
Ocupat_v02_G014371.t0	Ocupat_v02_G014371
Ocupat_v02_G014372.t0	Ocupat_v02_G014372
Ocupat_v02_G014373.t0	Ocupat_v02_G014373
Ocupat_v02_G014374.t0	Ocupat_v02_G014374
Ocupat_v02_G014375.t0	Ocupat_v02_G014375
Ocupat_v02_G014376.t0	Ocupat_v02_G014376
Ocupat_v02_G014377.t0	Ocupat_v02_G014377
Ocupat_v02_G014378.t0	Ocupat_v02_G014378
Ocupat_v02_G014379.t0	Ocupat_v02_G014379
Ocupat_v02_G014380.t0	Ocupat_v02_G014380
Ocupat_v02_G014382.t0	Ocupat_v02_G014382
Ocupat_v02_G014383.t0	Ocupat_v02_G014383
Ocupat_v02_G014384.t0	Ocupat_v02_G014384
Ocupat_v02_G014385.t0	Ocupat_v02_G014385
Ocupat_v02_G014386.t0	Ocupat_v02_G014386
Ocupat_v02_G014387.t0	Ocupat_v02_G014387
Ocupat_v02_G014388.t0	Ocupat_v02_G014388
Ocupat_v02_G014389.t0	Ocupat_v02_G014389
Ocupat_v02_G014390.t0	Ocupat_v02_G014390
Ocupat_v02_G014391.t0	Ocupat_v02_G014391
Ocupat_v02_G014393.t0	Ocupat_v02_G014393
Ocupat_v02_G014394.t0	Ocupat_v02_G014394
Ocupat_v02_G014395.t0	Ocupat_v02_G014395
Ocupat_v02_G014395.t1	Ocupat_v02_G014395
Ocupat_v02_G014396.t0	Ocupat_v02_G014396
Ocupat_v02_G014397.t0	Ocupat_v02_G014397
Ocupat_v02_G014398.t0	Ocupat_v02_G014398
Ocupat_v02_G014399.t0	Ocupat_v02_G014399
Ocupat_v02_G014400.t0	Ocupat_v02_G014400
Ocupat_v02_G014401.t0	Ocupat_v02_G014401
Ocupat_v02_G014402.t0	Ocupat_v02_G014402
Ocupat_v02_G014403.t0	Ocupat_v02_G014403
Ocupat_v02_G014404.t0	Ocupat_v02_G014404
Ocupat_v02_G014406.t0	Ocupat_v02_G014406
Ocupat_v02_G014407.t0	Ocupat_v02_G014407
Ocupat_v02_G014408.t0	Ocupat_v02_G014408
Ocupat_v02_G014409.t0	Ocupat_v02_G014409
Ocupat_v02_G014410.t0	Ocupat_v02_G014410
Ocupat_v02_G014411.t0	Ocupat_v02_G014411
Ocupat_v02_G014412.t0	Ocupat_v02_G014412
Ocupat_v02_G014413.t0	Ocupat_v02_G014413
Ocupat_v02_G014414.t0	Ocupat_v02_G014414
Ocupat_v02_G014415.t0	Ocupat_v02_G014415
Ocupat_v02_G014416.t0	Ocupat_v02_G014416
Ocupat_v02_G014417.t0	Ocupat_v02_G014417
Ocupat_v02_G014418.t0	Ocupat_v02_G014418
Ocupat_v02_G014420.t0	Ocupat_v02_G014420
Ocupat_v02_G014421.t0	Ocupat_v02_G014421
Ocupat_v02_G014422.t0	Ocupat_v02_G014422
Ocupat_v02_G014423.t0	Ocupat_v02_G014423
Ocupat_v02_G014424.t0	Ocupat_v02_G014424
Ocupat_v02_G014425.t0	Ocupat_v02_G014425
Ocupat_v02_G014426.t0	Ocupat_v02_G014426
Ocupat_v02_G014427.t0	Ocupat_v02_G014427
Ocupat_v02_G014428.t0	Ocupat_v02_G014428
Ocupat_v02_G014429.t0	Ocupat_v02_G014429
Ocupat_v02_G014430.t0	Ocupat_v02_G014430
Ocupat_v02_G014432.t0	Ocupat_v02_G014432
Ocupat_v02_G014433.t0	Ocupat_v02_G014433
Ocupat_v02_G014434.t0	Ocupat_v02_G014434
Ocupat_v02_G014435.t0	Ocupat_v02_G014435
Ocupat_v02_G014436.t0	Ocupat_v02_G014436
Ocupat_v02_G014437.t0	Ocupat_v02_G014437
Ocupat_v02_G014438.t0	Ocupat_v02_G014438
Ocupat_v02_G014439.t0	Ocupat_v02_G014439
Ocupat_v02_G014440.t0	Ocupat_v02_G014440
Ocupat_v02_G014441.t0	Ocupat_v02_G014441
Ocupat_v02_G014442.t0	Ocupat_v02_G014442
Ocupat_v02_G014443.t0	Ocupat_v02_G014443
Ocupat_v02_G014444.t0	Ocupat_v02_G014444
Ocupat_v02_G014445.t0	Ocupat_v02_G014445
Ocupat_v02_G014446.t0	Ocupat_v02_G014446
Ocupat_v02_G014447.t0	Ocupat_v02_G014447
Ocupat_v02_G014448.t0	Ocupat_v02_G014448
Ocupat_v02_G014451.t0	Ocupat_v02_G014451
Ocupat_v02_G014454.t0	Ocupat_v02_G014454
Ocupat_v02_G014455.t0	Ocupat_v02_G014455
Ocupat_v02_G014456.t0	Ocupat_v02_G014456
Ocupat_v02_G014457.t0	Ocupat_v02_G014457
Ocupat_v02_G014458.t0	Ocupat_v02_G014458
Ocupat_v02_G014459.t0	Ocupat_v02_G014459
Ocupat_v02_G014460.t0	Ocupat_v02_G014460
Ocupat_v02_G014461.t0	Ocupat_v02_G014461
Ocupat_v02_G014462.t0	Ocupat_v02_G014462
Ocupat_v02_G014463.t0	Ocupat_v02_G014463
Ocupat_v02_G014465.t0	Ocupat_v02_G014465
Ocupat_v02_G014466.t0	Ocupat_v02_G014466
Ocupat_v02_G014467.t0	Ocupat_v02_G014467
Ocupat_v02_G014468.t0	Ocupat_v02_G014468
Ocupat_v02_G014470.t0	Ocupat_v02_G014470
Ocupat_v02_G014471.t0	Ocupat_v02_G014471
Ocupat_v02_G014472.t0	Ocupat_v02_G014472
Ocupat_v02_G014473.t0	Ocupat_v02_G014473
Ocupat_v02_G014474.t0	Ocupat_v02_G014474
Ocupat_v02_G014475.t0	Ocupat_v02_G014475
Ocupat_v02_G014476.t0	Ocupat_v02_G014476
Ocupat_v02_G014477.t0	Ocupat_v02_G014477
Ocupat_v02_G014478.t0	Ocupat_v02_G014478
Ocupat_v02_G014479.t0	Ocupat_v02_G014479
Ocupat_v02_G014480.t0	Ocupat_v02_G014480
Ocupat_v02_G014481.t0	Ocupat_v02_G014481
Ocupat_v02_G014482.t0	Ocupat_v02_G014482
Ocupat_v02_G014482.t1	Ocupat_v02_G014482
Ocupat_v02_G014484.t0	Ocupat_v02_G014484
Ocupat_v02_G014485.t0	Ocupat_v02_G014485
Ocupat_v02_G014486.t0	Ocupat_v02_G014486
Ocupat_v02_G014487.t0	Ocupat_v02_G014487
Ocupat_v02_G014488.t0	Ocupat_v02_G014488
Ocupat_v02_G014489.t0	Ocupat_v02_G014489
Ocupat_v02_G014491.t0	Ocupat_v02_G014491
Ocupat_v02_G014492.t0	Ocupat_v02_G014492
Ocupat_v02_G014493.t0	Ocupat_v02_G014493
Ocupat_v02_G014494.t0	Ocupat_v02_G014494
Ocupat_v02_G014495.t0	Ocupat_v02_G014495
Ocupat_v02_G014496.t0	Ocupat_v02_G014496
Ocupat_v02_G014497.t0	Ocupat_v02_G014497
Ocupat_v02_G014498.t0	Ocupat_v02_G014498
Ocupat_v02_G014499.t0	Ocupat_v02_G014499
Ocupat_v02_G014500.t0	Ocupat_v02_G014500
Ocupat_v02_G014501.t0	Ocupat_v02_G014501
Ocupat_v02_G014502.t0	Ocupat_v02_G014502
Ocupat_v02_G014503.t0	Ocupat_v02_G014503
Ocupat_v02_G014504.t0	Ocupat_v02_G014504
Ocupat_v02_G014505.t0	Ocupat_v02_G014505
Ocupat_v02_G014506.t0	Ocupat_v02_G014506
Ocupat_v02_G014507.t0	Ocupat_v02_G014507
Ocupat_v02_G014508.t0	Ocupat_v02_G014508
Ocupat_v02_G014509.t0	Ocupat_v02_G014509
Ocupat_v02_G014510.t0	Ocupat_v02_G014510
Ocupat_v02_G014511.t0	Ocupat_v02_G014511
Ocupat_v02_G014512.t0	Ocupat_v02_G014512
Ocupat_v02_G014513.t0	Ocupat_v02_G014513
Ocupat_v02_G014514.t0	Ocupat_v02_G014514
Ocupat_v02_G014515.t0	Ocupat_v02_G014515
Ocupat_v02_G014516.t0	Ocupat_v02_G014516
Ocupat_v02_G014517.t0	Ocupat_v02_G014517
Ocupat_v02_G014518.t0	Ocupat_v02_G014518
Ocupat_v02_G014519.t0	Ocupat_v02_G014519
Ocupat_v02_G014520.t0	Ocupat_v02_G014520
Ocupat_v02_G014521.t0	Ocupat_v02_G014521
Ocupat_v02_G014522.t0	Ocupat_v02_G014522
Ocupat_v02_G014524.t0	Ocupat_v02_G014524
Ocupat_v02_G014527.t0	Ocupat_v02_G014527
Ocupat_v02_G014530.t0	Ocupat_v02_G014530
Ocupat_v02_G014531.t0	Ocupat_v02_G014531
Ocupat_v02_G014532.t0	Ocupat_v02_G014532
Ocupat_v02_G014533.t0	Ocupat_v02_G014533
Ocupat_v02_G014534.t0	Ocupat_v02_G014534
Ocupat_v02_G014535.t0	Ocupat_v02_G014535
Ocupat_v02_G014536.t0	Ocupat_v02_G014536
Ocupat_v02_G014537.t0	Ocupat_v02_G014537
Ocupat_v02_G014538.t0	Ocupat_v02_G014538
Ocupat_v02_G014539.t0	Ocupat_v02_G014539
Ocupat_v02_G014540.t0	Ocupat_v02_G014540
Ocupat_v02_G014541.t0	Ocupat_v02_G014541
Ocupat_v02_G014542.t0	Ocupat_v02_G014542
Ocupat_v02_G014543.t0	Ocupat_v02_G014543
Ocupat_v02_G014544.t0	Ocupat_v02_G014544
Ocupat_v02_G014545.t0	Ocupat_v02_G014545
Ocupat_v02_G014546.t0	Ocupat_v02_G014546
Ocupat_v02_G014547.t0	Ocupat_v02_G014547
Ocupat_v02_G014548.t0	Ocupat_v02_G014548
Ocupat_v02_G014548.t1	Ocupat_v02_G014548
Ocupat_v02_G014549.t0	Ocupat_v02_G014549
Ocupat_v02_G014550.t0	Ocupat_v02_G014550
Ocupat_v02_G014551.t0	Ocupat_v02_G014551
Ocupat_v02_G014552.t0	Ocupat_v02_G014552
Ocupat_v02_G014553.t0	Ocupat_v02_G014553
Ocupat_v02_G014554.t0	Ocupat_v02_G014554
Ocupat_v02_G014555.t0	Ocupat_v02_G014555
Ocupat_v02_G014556.t0	Ocupat_v02_G014556
Ocupat_v02_G014557.t0	Ocupat_v02_G014557
Ocupat_v02_G014558.t0	Ocupat_v02_G014558
Ocupat_v02_G014559.t0	Ocupat_v02_G014559
Ocupat_v02_G014560.t0	Ocupat_v02_G014560
Ocupat_v02_G014561.t0	Ocupat_v02_G014561
Ocupat_v02_G014562.t0	Ocupat_v02_G014562
Ocupat_v02_G014563.t0	Ocupat_v02_G014563
Ocupat_v02_G014564.t0	Ocupat_v02_G014564
Ocupat_v02_G014565.t0	Ocupat_v02_G014565
Ocupat_v02_G014566.t0	Ocupat_v02_G014566
Ocupat_v02_G014567.t0	Ocupat_v02_G014567
Ocupat_v02_G014568.t0	Ocupat_v02_G014568
Ocupat_v02_G014569.t0	Ocupat_v02_G014569
Ocupat_v02_G014570.t0	Ocupat_v02_G014570
Ocupat_v02_G014571.t0	Ocupat_v02_G014571
Ocupat_v02_G014572.t0	Ocupat_v02_G014572
Ocupat_v02_G014573.t0	Ocupat_v02_G014573
Ocupat_v02_G014574.t0	Ocupat_v02_G014574
Ocupat_v02_G014575.t0	Ocupat_v02_G014575
Ocupat_v02_G014576.t0	Ocupat_v02_G014576
Ocupat_v02_G014577.t0	Ocupat_v02_G014577
Ocupat_v02_G014578.t0	Ocupat_v02_G014578
Ocupat_v02_G014579.t0	Ocupat_v02_G014579
Ocupat_v02_G014580.t0	Ocupat_v02_G014580
Ocupat_v02_G014581.t0	Ocupat_v02_G014581
Ocupat_v02_G014582.t0	Ocupat_v02_G014582
Ocupat_v02_G014583.t0	Ocupat_v02_G014583
Ocupat_v02_G014585.t0	Ocupat_v02_G014585
Ocupat_v02_G014586.t0	Ocupat_v02_G014586
Ocupat_v02_G014587.t0	Ocupat_v02_G014587
Ocupat_v02_G014588.t0	Ocupat_v02_G014588
Ocupat_v02_G014589.t0	Ocupat_v02_G014589
Ocupat_v02_G014590.t0	Ocupat_v02_G014590
Ocupat_v02_G014591.t0	Ocupat_v02_G014591
Ocupat_v02_G014592.t0	Ocupat_v02_G014592
Ocupat_v02_G014593.t0	Ocupat_v02_G014593
Ocupat_v02_G014594.t0	Ocupat_v02_G014594
Ocupat_v02_G014595.t0	Ocupat_v02_G014595
Ocupat_v02_G014596.t0	Ocupat_v02_G014596
Ocupat_v02_G014597.t0	Ocupat_v02_G014597
Ocupat_v02_G014598.t0	Ocupat_v02_G014598
Ocupat_v02_G014599.t0	Ocupat_v02_G014599
Ocupat_v02_G014600.t0	Ocupat_v02_G014600
Ocupat_v02_G014601.t0	Ocupat_v02_G014601
Ocupat_v02_G014602.t0	Ocupat_v02_G014602
Ocupat_v02_G014603.t0	Ocupat_v02_G014603
Ocupat_v02_G014604.t0	Ocupat_v02_G014604
Ocupat_v02_G014605.t0	Ocupat_v02_G014605
Ocupat_v02_G014606.t0	Ocupat_v02_G014606
Ocupat_v02_G014608.t0	Ocupat_v02_G014608
Ocupat_v02_G014609.t0	Ocupat_v02_G014609
Ocupat_v02_G014611.t0	Ocupat_v02_G014611
Ocupat_v02_G014612.t0	Ocupat_v02_G014612
Ocupat_v02_G014613.t0	Ocupat_v02_G014613
Ocupat_v02_G014615.t0	Ocupat_v02_G014615
Ocupat_v02_G014616.t0	Ocupat_v02_G014616
Ocupat_v02_G014617.t0	Ocupat_v02_G014617
Ocupat_v02_G014618.t0	Ocupat_v02_G014618
Ocupat_v02_G014619.t0	Ocupat_v02_G014619
Ocupat_v02_G014620.t0	Ocupat_v02_G014620
Ocupat_v02_G014621.t0	Ocupat_v02_G014621
Ocupat_v02_G014622.t0	Ocupat_v02_G014622
Ocupat_v02_G014623.t0	Ocupat_v02_G014623
Ocupat_v02_G014624.t0	Ocupat_v02_G014624
Ocupat_v02_G014625.t0	Ocupat_v02_G014625
Ocupat_v02_G014626.t0	Ocupat_v02_G014626
Ocupat_v02_G014627.t0	Ocupat_v02_G014627
Ocupat_v02_G014628.t0	Ocupat_v02_G014628
Ocupat_v02_G014629.t0	Ocupat_v02_G014629
Ocupat_v02_G014630.t0	Ocupat_v02_G014630
Ocupat_v02_G014631.t0	Ocupat_v02_G014631
Ocupat_v02_G014632.t0	Ocupat_v02_G014632
Ocupat_v02_G014633.t0	Ocupat_v02_G014633
Ocupat_v02_G014634.t0	Ocupat_v02_G014634
Ocupat_v02_G014635.t0	Ocupat_v02_G014635
Ocupat_v02_G014636.t0	Ocupat_v02_G014636
Ocupat_v02_G014637.t0	Ocupat_v02_G014637
Ocupat_v02_G014638.t0	Ocupat_v02_G014638
Ocupat_v02_G014639.t0	Ocupat_v02_G014639
Ocupat_v02_G014641.t0	Ocupat_v02_G014641
Ocupat_v02_G014643.t0	Ocupat_v02_G014643
Ocupat_v02_G014644.t0	Ocupat_v02_G014644
Ocupat_v02_G014645.t0	Ocupat_v02_G014645
Ocupat_v02_G014646.t0	Ocupat_v02_G014646
Ocupat_v02_G014647.t0	Ocupat_v02_G014647
Ocupat_v02_G014650.t0	Ocupat_v02_G014650
Ocupat_v02_G014651.t0	Ocupat_v02_G014651
Ocupat_v02_G014652.t0	Ocupat_v02_G014652
Ocupat_v02_G014652.t1	Ocupat_v02_G014652
Ocupat_v02_G014653.t0	Ocupat_v02_G014653
Ocupat_v02_G014655.t0	Ocupat_v02_G014655
Ocupat_v02_G014656.t0	Ocupat_v02_G014656
Ocupat_v02_G014657.t0	Ocupat_v02_G014657
Ocupat_v02_G014658.t0	Ocupat_v02_G014658
Ocupat_v02_G014661.t0	Ocupat_v02_G014661
Ocupat_v02_G014662.t0	Ocupat_v02_G014662
Ocupat_v02_G014663.t0	Ocupat_v02_G014663
Ocupat_v02_G014664.t0	Ocupat_v02_G014664
Ocupat_v02_G014665.t0	Ocupat_v02_G014665
Ocupat_v02_G014666.t0	Ocupat_v02_G014666
Ocupat_v02_G014667.t0	Ocupat_v02_G014667
Ocupat_v02_G014668.t0	Ocupat_v02_G014668
Ocupat_v02_G014669.t0	Ocupat_v02_G014669
Ocupat_v02_G014670.t0	Ocupat_v02_G014670
Ocupat_v02_G014671.t0	Ocupat_v02_G014671
Ocupat_v02_G014672.t0	Ocupat_v02_G014672
Ocupat_v02_G014673.t0	Ocupat_v02_G014673
Ocupat_v02_G014674.t0	Ocupat_v02_G014674
Ocupat_v02_G014675.t0	Ocupat_v02_G014675
Ocupat_v02_G014676.t0	Ocupat_v02_G014676
Ocupat_v02_G014677.t0	Ocupat_v02_G014677
Ocupat_v02_G014678.t0	Ocupat_v02_G014678
Ocupat_v02_G014679.t0	Ocupat_v02_G014679
Ocupat_v02_G014680.t0	Ocupat_v02_G014680
Ocupat_v02_G014681.t0	Ocupat_v02_G014681
Ocupat_v02_G014682.t0	Ocupat_v02_G014682
Ocupat_v02_G014684.t0	Ocupat_v02_G014684
Ocupat_v02_G014685.t0	Ocupat_v02_G014685
Ocupat_v02_G014686.t0	Ocupat_v02_G014686
Ocupat_v02_G014687.t0	Ocupat_v02_G014687
Ocupat_v02_G014688.t0	Ocupat_v02_G014688
Ocupat_v02_G014689.t0	Ocupat_v02_G014689
Ocupat_v02_G014690.t0	Ocupat_v02_G014690
Ocupat_v02_G014691.t0	Ocupat_v02_G014691
Ocupat_v02_G014692.t0	Ocupat_v02_G014692
Ocupat_v02_G014693.t0	Ocupat_v02_G014693
Ocupat_v02_G014694.t0	Ocupat_v02_G014694
Ocupat_v02_G014695.t0	Ocupat_v02_G014695
Ocupat_v02_G014696.t0	Ocupat_v02_G014696
Ocupat_v02_G014697.t0	Ocupat_v02_G014697
Ocupat_v02_G014698.t0	Ocupat_v02_G014698
Ocupat_v02_G014699.t0	Ocupat_v02_G014699
Ocupat_v02_G014700.t0	Ocupat_v02_G014700
Ocupat_v02_G014701.t0	Ocupat_v02_G014701
Ocupat_v02_G014702.t0	Ocupat_v02_G014702
Ocupat_v02_G014703.t0	Ocupat_v02_G014703
Ocupat_v02_G014704.t0	Ocupat_v02_G014704
Ocupat_v02_G014705.t0	Ocupat_v02_G014705
Ocupat_v02_G014706.t0	Ocupat_v02_G014706
Ocupat_v02_G014707.t0	Ocupat_v02_G014707
Ocupat_v02_G014708.t0	Ocupat_v02_G014708
Ocupat_v02_G014709.t0	Ocupat_v02_G014709
Ocupat_v02_G014710.t0	Ocupat_v02_G014710
Ocupat_v02_G014711.t0	Ocupat_v02_G014711
Ocupat_v02_G014712.t0	Ocupat_v02_G014712
Ocupat_v02_G014713.t0	Ocupat_v02_G014713
Ocupat_v02_G014714.t0	Ocupat_v02_G014714
Ocupat_v02_G014715.t0	Ocupat_v02_G014715
Ocupat_v02_G014716.t0	Ocupat_v02_G014716
Ocupat_v02_G014717.t0	Ocupat_v02_G014717
Ocupat_v02_G014718.t0	Ocupat_v02_G014718
Ocupat_v02_G014719.t0	Ocupat_v02_G014719
Ocupat_v02_G014720.t0	Ocupat_v02_G014720
Ocupat_v02_G014721.t0	Ocupat_v02_G014721
Ocupat_v02_G014722.t0	Ocupat_v02_G014722
Ocupat_v02_G014723.t0	Ocupat_v02_G014723
Ocupat_v02_G014724.t0	Ocupat_v02_G014724
Ocupat_v02_G014727.t0	Ocupat_v02_G014727
Ocupat_v02_G014728.t0	Ocupat_v02_G014728
Ocupat_v02_G014728.t1	Ocupat_v02_G014728
Ocupat_v02_G014729.t0	Ocupat_v02_G014729
Ocupat_v02_G014730.t0	Ocupat_v02_G014730
Ocupat_v02_G014731.t0	Ocupat_v02_G014731
Ocupat_v02_G014732.t0	Ocupat_v02_G014732
Ocupat_v02_G014733.t0	Ocupat_v02_G014733
Ocupat_v02_G014734.t0	Ocupat_v02_G014734
Ocupat_v02_G014735.t0	Ocupat_v02_G014735
Ocupat_v02_G014736.t0	Ocupat_v02_G014736
Ocupat_v02_G014737.t0	Ocupat_v02_G014737
Ocupat_v02_G014738.t0	Ocupat_v02_G014738
Ocupat_v02_G014739.t0	Ocupat_v02_G014739
Ocupat_v02_G014740.t0	Ocupat_v02_G014740
Ocupat_v02_G014741.t0	Ocupat_v02_G014741
Ocupat_v02_G014742.t0	Ocupat_v02_G014742
Ocupat_v02_G014743.t0	Ocupat_v02_G014743
Ocupat_v02_G014744.t0	Ocupat_v02_G014744
Ocupat_v02_G014745.t0	Ocupat_v02_G014745
Ocupat_v02_G014746.t0	Ocupat_v02_G014746
Ocupat_v02_G014747.t0	Ocupat_v02_G014747
Ocupat_v02_G014748.t0	Ocupat_v02_G014748
Ocupat_v02_G014749.t0	Ocupat_v02_G014749
Ocupat_v02_G014750.t0	Ocupat_v02_G014750
Ocupat_v02_G014751.t0	Ocupat_v02_G014751
Ocupat_v02_G014752.t0	Ocupat_v02_G014752
Ocupat_v02_G014753.t0	Ocupat_v02_G014753
Ocupat_v02_G014754.t0	Ocupat_v02_G014754
Ocupat_v02_G014755.t0	Ocupat_v02_G014755
Ocupat_v02_G014756.t0	Ocupat_v02_G014756
Ocupat_v02_G014757.t0	Ocupat_v02_G014757
Ocupat_v02_G014758.t0	Ocupat_v02_G014758
Ocupat_v02_G014759.t0	Ocupat_v02_G014759
Ocupat_v02_G014760.t0	Ocupat_v02_G014760
Ocupat_v02_G014761.t0	Ocupat_v02_G014761
Ocupat_v02_G014762.t0	Ocupat_v02_G014762
Ocupat_v02_G014763.t0	Ocupat_v02_G014763
Ocupat_v02_G014764.t0	Ocupat_v02_G014764
Ocupat_v02_G014765.t0	Ocupat_v02_G014765
Ocupat_v02_G014766.t0	Ocupat_v02_G014766
Ocupat_v02_G014767.t0	Ocupat_v02_G014767
Ocupat_v02_G014769.t0	Ocupat_v02_G014769
Ocupat_v02_G014770.t0	Ocupat_v02_G014770
Ocupat_v02_G014771.t0	Ocupat_v02_G014771
Ocupat_v02_G014772.t0	Ocupat_v02_G014772
Ocupat_v02_G014773.t0	Ocupat_v02_G014773
Ocupat_v02_G014774.t0	Ocupat_v02_G014774
Ocupat_v02_G014775.t0	Ocupat_v02_G014775
Ocupat_v02_G014777.t0	Ocupat_v02_G014777
Ocupat_v02_G014778.t0	Ocupat_v02_G014778
Ocupat_v02_G014779.t0	Ocupat_v02_G014779
Ocupat_v02_G014780.t0	Ocupat_v02_G014780
Ocupat_v02_G014781.t0	Ocupat_v02_G014781
Ocupat_v02_G014782.t0	Ocupat_v02_G014782
Ocupat_v02_G014783.t0	Ocupat_v02_G014783
Ocupat_v02_G014785.t0	Ocupat_v02_G014785
Ocupat_v02_G014786.t0	Ocupat_v02_G014786
Ocupat_v02_G014787.t0	Ocupat_v02_G014787
Ocupat_v02_G014788.t0	Ocupat_v02_G014788
Ocupat_v02_G014790.t0	Ocupat_v02_G014790
Ocupat_v02_G014791.t0	Ocupat_v02_G014791
Ocupat_v02_G014792.t0	Ocupat_v02_G014792
Ocupat_v02_G014793.t0	Ocupat_v02_G014793
Ocupat_v02_G014794.t0	Ocupat_v02_G014794
Ocupat_v02_G014795.t0	Ocupat_v02_G014795
Ocupat_v02_G014796.t0	Ocupat_v02_G014796
Ocupat_v02_G014797.t0	Ocupat_v02_G014797
Ocupat_v02_G014798.t0	Ocupat_v02_G014798
Ocupat_v02_G014799.t0	Ocupat_v02_G014799
Ocupat_v02_G014800.t0	Ocupat_v02_G014800
Ocupat_v02_G014801.t0	Ocupat_v02_G014801
Ocupat_v02_G014803.t0	Ocupat_v02_G014803
Ocupat_v02_G014803.t1	Ocupat_v02_G014803
Ocupat_v02_G014804.t0	Ocupat_v02_G014804
Ocupat_v02_G014806.t0	Ocupat_v02_G014806
Ocupat_v02_G014808.t0	Ocupat_v02_G014808
Ocupat_v02_G014809.t0	Ocupat_v02_G014809
Ocupat_v02_G014809.t1	Ocupat_v02_G014809
Ocupat_v02_G014810.t0	Ocupat_v02_G014810
Ocupat_v02_G014811.t0	Ocupat_v02_G014811
Ocupat_v02_G014812.t0	Ocupat_v02_G014812
Ocupat_v02_G014813.t0	Ocupat_v02_G014813
Ocupat_v02_G014813.t1	Ocupat_v02_G014813
Ocupat_v02_G014815.t0	Ocupat_v02_G014815
Ocupat_v02_G014816.t0	Ocupat_v02_G014816
Ocupat_v02_G014817.t0	Ocupat_v02_G014817
Ocupat_v02_G014818.t0	Ocupat_v02_G014818
Ocupat_v02_G014819.t0	Ocupat_v02_G014819
Ocupat_v02_G014820.t0	Ocupat_v02_G014820
Ocupat_v02_G014821.t0	Ocupat_v02_G014821
Ocupat_v02_G014822.t0	Ocupat_v02_G014822
Ocupat_v02_G014823.t0	Ocupat_v02_G014823
Ocupat_v02_G014824.t0	Ocupat_v02_G014824
Ocupat_v02_G014825.t0	Ocupat_v02_G014825
Ocupat_v02_G014826.t0	Ocupat_v02_G014826
Ocupat_v02_G014828.t0	Ocupat_v02_G014828
Ocupat_v02_G014829.t0	Ocupat_v02_G014829
Ocupat_v02_G014830.t0	Ocupat_v02_G014830
Ocupat_v02_G014831.t0	Ocupat_v02_G014831
Ocupat_v02_G014833.t0	Ocupat_v02_G014833
Ocupat_v02_G014834.t0	Ocupat_v02_G014834
Ocupat_v02_G014835.t0	Ocupat_v02_G014835
Ocupat_v02_G014836.t0	Ocupat_v02_G014836
Ocupat_v02_G014837.t0	Ocupat_v02_G014837
Ocupat_v02_G014839.t0	Ocupat_v02_G014839
Ocupat_v02_G014840.t0	Ocupat_v02_G014840
Ocupat_v02_G014841.t0	Ocupat_v02_G014841
Ocupat_v02_G014842.t0	Ocupat_v02_G014842
Ocupat_v02_G014843.t0	Ocupat_v02_G014843
Ocupat_v02_G014844.t0	Ocupat_v02_G014844
Ocupat_v02_G014845.t0	Ocupat_v02_G014845
Ocupat_v02_G014846.t0	Ocupat_v02_G014846
Ocupat_v02_G014847.t0	Ocupat_v02_G014847
Ocupat_v02_G014848.t0	Ocupat_v02_G014848
Ocupat_v02_G014849.t0	Ocupat_v02_G014849
Ocupat_v02_G014850.t0	Ocupat_v02_G014850
Ocupat_v02_G014852.t0	Ocupat_v02_G014852
Ocupat_v02_G014853.t0	Ocupat_v02_G014853
Ocupat_v02_G014854.t0	Ocupat_v02_G014854
Ocupat_v02_G014855.t0	Ocupat_v02_G014855
Ocupat_v02_G014856.t0	Ocupat_v02_G014856
Ocupat_v02_G014857.t0	Ocupat_v02_G014857
Ocupat_v02_G014858.t0	Ocupat_v02_G014858
Ocupat_v02_G014859.t0	Ocupat_v02_G014859
Ocupat_v02_G014860.t0	Ocupat_v02_G014860
Ocupat_v02_G014861.t0	Ocupat_v02_G014861
Ocupat_v02_G014862.t0	Ocupat_v02_G014862
Ocupat_v02_G014863.t0	Ocupat_v02_G014863
Ocupat_v02_G014865.t0	Ocupat_v02_G014865
Ocupat_v02_G014866.t0	Ocupat_v02_G014866
Ocupat_v02_G014868.t0	Ocupat_v02_G014868
Ocupat_v02_G014869.t0	Ocupat_v02_G014869
Ocupat_v02_G014870.t0	Ocupat_v02_G014870
Ocupat_v02_G014871.t0	Ocupat_v02_G014871
Ocupat_v02_G014872.t0	Ocupat_v02_G014872
Ocupat_v02_G014873.t0	Ocupat_v02_G014873
