Exapal_XM_021036134.2		
Exapal_XM_021036135.2	methionine_sulfoxide_reductase_B2	SelR/
Exapal_XM_021038565.2	myosin_ID	Myosin_head/Myosin_TH1/
Exapal_XM_021038566.2	cyclin_dependent_kinase_5_regulatory_subunit_2	CDK5_activator/
Exapal_XM_021038567.1		
Exapal_XM_021038568.2	EH_domain_containing_3	EHD_N/Dynamin_N/DUF5600/EF-hand_4/
Exapal_XM_021038569.2	La_ribonucleoprotein_7_transcriptional_regulator	La/RRM_1/RRM_3/
Exapal_XM_021038570.2	WW_domain_containing_adaptor_with_coiled_coil	WW/
Exapal_XM_021038571.2	THAP_domain_containing_1	THAP/
Exapal_XM_021038574.2	chromosome_1_open_reading_frame_35	MMtag/
Exapal_XM_021038575.2		PhyH/
Exapal_XM_021038576.2	signal_transducer_and_activator_of_transcription_5B	
Exapal_XM_021038580.2	ankyrin_and_armadillo_repeat_containing	Ank_2/
Exapal_XM_021038581.2	gamma_glutamylamine_cyclotransferase	GGACT/
Exapal_XM_021038585.2	histidine_triad_nucleotide_binding_protein_3	DcpS_C/
Exapal_XM_021038586.1	ankyrin_repeat_and_IBR_domain_containing_1	Ank_2/
Exapal_XM_021038587.2		Collagen/
Exapal_XM_021038588.2		
Exapal_XM_021038589.1	mitochondrial_ribosomal_protein_S14	Ribosomal_S14/
Exapal_XM_021038590.1		Collagen/
Exapal_XM_021038591.2	tripartite_motif_containing_33	zf-RING_UBOX/zf-B_box/NHL/
Exapal_XM_021038592.2		
Exapal_XM_021038593.2	RAB11B_member_RAS_oncogene_family	Ras/
Exapal_XM_021038594.1	COMM_domain_containing_7	COMM_domain/
Exapal_XM_021038595.1		
Exapal_XM_021038596.2	signal_recognition_particle_14	SRP14/
Exapal_XM_021038597.2		
Exapal_XM_021038602.2	tubulin_beta_4B_class_IVb	Tubulin/Tubulin_C/
Exapal_XM_021038603.1		dsrm/
Exapal_XM_021038604.2		
Exapal_XM_021038606.2	ISY1_RAB43_readthrough	Isy1/
Exapal_XM_021038607.2	TATA_box_binding_protein_associated_factor_8	TAF8_C/
Exapal_XM_021038609.2	bile_acid_CoA_amino_acid_N_acyltransferase	Bile_Hydr_Trans/
Exapal_XM_021038610.2	annexin_A6	Annexin/Annexin/Annexin/Annexin/Annexin/Annexin/
Exapal_XM_021038611.2		
Exapal_XM_021038612.1	actinin_alpha_1	CH/CH/Spectrin/Spectrin/Spectrin/Spectrin/EFhand_Ca_insen/
Exapal_XM_021038613.2	polypeptide_N_acetylgalactosaminyltransferase_2	Glycos_transf_2/Ricin_B_lectin/
Exapal_XM_021038615.2	atlastin_GTPase_2	GBP/
Exapal_XM_021038617.2	tachykinin_receptor_1	7tm_1/
Exapal_XM_021038620.2	dynein_regulatory_complex_subunit_7	
Exapal_XM_021038621.2	pecanex_1	
Exapal_XM_021038622.2	protein_phosphatase_Mg2_Mn2_dependent_1A	PP2C/PP2C_C/
Exapal_XM_021038624.2	DNA_polymerase_alpha_2_accessory_subunit	Pol_alpha_B_N/DNA_pol_E_B/
Exapal_XM_021038625.2	dimethylarginine_dimethylaminohydrolase_1	Amidinotransf/
Exapal_XM_021038626.1	DR1_associated_protein_1	CBFD_NFYB_HMF/
Exapal_XM_021038629.2	solute_carrier_family_30_member_6	Cation_efflux/
Exapal_XM_021038630.2	glyoxalase_I	Glyoxalase/
Exapal_XM_021038631.1		
Exapal_XM_021038632.2		
Exapal_XM_021038633.2	FERM_domain_containing_8	FERM_M/
Exapal_XM_021038635.2	glutamine_rich_2	DUF4795/
Exapal_XM_021038636.2	fucosyltransferase_6	Glyco_tran_10_N/Glyco_transf_10/
Exapal_XM_021038639.2	vasohibin_2	Vasohibin/
Exapal_XM_021038640.2	fucosyltransferase_6	Glyco_tran_10_N/Glyco_transf_10/
Exapal_XM_021038641.2	RAB4B_EGLN2_readthrough_NMD_candidate	Ras/
Exapal_XM_021038642.2	ADP_ribosylation_factor_3	Arf/
Exapal_XM_021038644.2	ectodermal_neural_cortex_1	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1/
Exapal_XM_021038648.2	tRNA_methyltransferase_61B	GCD14/
Exapal_XM_021038649.2		
Exapal_XM_021038650.2	speedy_RINGO_cell_cycle_regulator_family_member_A	Spy1/
Exapal_XM_021038652.2	kelch_like_family_member_12	BTB/BACK/Kelch_1/Kelch_1/
Exapal_XM_021038655.1	chromosome_14_open_reading_frame_119	DUF4508/
Exapal_XM_021038656.2	thyroid_hormone_receptor_interactor_11	
Exapal_XM_021038659.2	tRNA_methyltransferase_6	Gcd10p/
Exapal_XM_021038661.2	mediator_complex_subunit_6	Med6/
Exapal_XM_021038662.2	cation_channel_sperm_associated_auxiliary_subunit_gamma	CATSPERG/
Exapal_XM_021038663.2		
Exapal_XM_021038664.2	PAF1_homolog_Paf1_RNA_polymerase_II_complex_component	Paf1/
Exapal_XM_021038665.2	coiled_coil_domain_containing_61	
Exapal_XM_021038666.2	inositol_pentakisphosphate_2_kinase	Ins_P5_2-kin/
Exapal_XM_021038668.2	histamine_receptor_H2	7tm_1/
Exapal_XM_021038671.2	zinc_ribbon_domain_containing_2	Auto_anti-p27/
Exapal_XM_021038673.2		MADF_DNA_bdg/
Exapal_XM_021038674.2	RTF1_homolog_Paf1_RNA_polymerase_II_complex_component	Plus-3/
Exapal_XM_021038675.2		
Exapal_XM_021038677.2	nucleoporin_133	Nucleoporin_N/Nucleoporin_C/
Exapal_XM_021038678.2		CCSAP/
Exapal_XM_021038679.2	tachykinin_receptor_3	7tm_1/
Exapal_XM_021038683.1	zinc_finger_FYVE_type_containing_1	FYVE/FYVE/
Exapal_XM_021038684.2	DDB1_and_CUL4_associated_factor_4	
Exapal_XM_021038685.2	heat_shock_transcription_factor_family_X_linked_member_4	HSF_DNA-bind/
Exapal_XM_021038686.2	DDB1_and_CUL4_associated_factor_5	WD40/WD40/WD40/
Exapal_XM_021038687.2	potassium_voltage_gated_channel_subfamily_C_member_1	BTB_2/Ion_trans/
Exapal_XM_021038688.2	outer_mitochondrial_membrane_lipid_metabolism_regulator_OPA3	OPA3/
Exapal_XM_021038690.2	glycogen_phosphorylase_muscle_associated	Phosphorylase/
Exapal_XM_021038691.2	potassium_calcium_activated_channel_subfamily_M_alpha_1	
Exapal_XM_021038692.2	RP9_pre_mRNA_splicing_factor	zf-CCHC_6/
Exapal_XM_021038693.2	NSFL1_cofactor	UBA_4/UBX/
Exapal_XM_021038694.2	aminopeptidase_like_1	Pdase_M17_N2/Peptidase_M17/
Exapal_XM_021038695.2	aminopeptidase_like_1	Pdase_M17_N2/Peptidase_M17/
Exapal_XM_021038696.2	phosphorylase_kinase_regulatory_subunit_beta	
Exapal_XM_021038697.2	phosphorylase_kinase_regulatory_subunit_beta	Glyco_hydro_15/
Exapal_XM_021038698.2	syntrophin_beta_1	PDZ/PH_17/PH/
Exapal_XM_021038699.2	ADP_ribosylation_factor_3	Arf/
Exapal_XM_021038700.2	NADH_ubiquinone_oxidoreductase_subunit_S6	zf-CHCC/
Exapal_XM_021038701.2	nuclear_receptor_coactivator_7	Sugar_tr/TLD/
Exapal_XM_021038702.1	Bardet_Biedl_syndrome_4	TPR_16/TPR_2/TPR_11/TPR_16/TPR_8/TPR_8/
Exapal_XM_021038703.2	hematopoietic_prostaglandin_D_synthase	GST_N/GST_C_3/
Exapal_XM_021038704.2		
Exapal_XM_021038705.2	glutathione_S_transferase_pi_1	GST_N/GST_C_3/
Exapal_XM_021038706.2	hematopoietic_prostaglandin_D_synthase	GST_N/GST_C_3/
Exapal_XM_021038708.2	adhesion_G_protein_coupled_receptor_L1	GAIN/GPS/7tm_2/
Exapal_XM_021038709.2	adenosine_deaminase_tRNA_specific_1	A_deamin/
Exapal_XM_021038710.2	TNF_receptor_associated_factor_4	zf-C3HC4_2/zf-TRAF/
Exapal_XM_021038711.2	transmembrane_protein_231	TM231/
Exapal_XM_021038712.2	GABA_type_A_receptor_associated_protein_like_2	Atg8/
Exapal_XM_021038713.2	OTU_deubiquitinase_6B	OTU/
Exapal_XM_021038714.2		
Exapal_XM_021038716.2	NADH_ubiquinone_oxidoreductase_subunit_A12	NDUFA12/
Exapal_XM_021038717.2	fucose_kinase	Fucokinase/GHMP_kinases_C/
Exapal_XM_021038718.2	contactin_associated_protein_family_member_4	Laminin_G_2/Laminin_G_2/EGF/
Exapal_XM_021038720.2	NADH_ubiquinone_oxidoreductase_core_subunit_V2	2Fe-2S_thioredx/
Exapal_XM_021038722.1		7tm_1/
Exapal_XM_021038725.2	jumonji_domain_containing_6_arginine_demethylase_and_lysine_hydroxylase	Cupin_8/
Exapal_XM_021038727.1	beta_1_4_N_acetyl_galactosaminyltransferase_3	PA14/CHGN/
Exapal_XM_021038729.2	delta_like_canonical_Notch_ligand_3	PAN_1/EGF/
Exapal_XM_021038731.2	adenosine_A1_receptor	7tm_1/
Exapal_XM_021038732.2	spermatogenesis_associated_2	PUB/
Exapal_XM_021038733.1		
Exapal_XM_021038734.2	formin_homology_2_domain_containing_3	Formin_GBD_N/
Exapal_XM_021038736.2	opsin_4	7tm_1/
Exapal_XM_021038737.2	acid_phosphatase_5_tartrate_resistant	Metallophos/
Exapal_XM_021038740.1	phosphatidylinositol_4_phosphate_3_kinase_catalytic_subunit_type_2_beta	PI3K_rbd/PI3K_C2/PI3Ka/PI3_PI4_kinase/PX/C2/
Exapal_XM_021038741.2	lysyl_tRNA_synthetase_1	tRNA_anti-codon/tRNA-synt_2/
Exapal_XM_021038742.2	POP4_homolog_ribonuclease_P_MRP_subunit	UPF0086/
Exapal_XM_021038743.2	proteasome_activator_subunit_3_interacting_protein_1	FAM192A_Fyv6_N/
Exapal_XM_021038744.1	NADH_ubiquinone_oxidoreductase_subunit_B9	Complex1_LYR/
Exapal_XM_021038745.2		
Exapal_XM_021038746.2	zinc_finger_CCCH_type_containing_3	
Exapal_XM_021038748.2	acid_phosphatase_5_tartrate_resistant	Metallophos/
Exapal_XM_021038749.2	PMS1_homolog_2_mismatch_repair_system_component	HATPase_c_3/DNA_mis_repair/MutL_C/
Exapal_XM_021038750.2	glutathione_peroxidase_1	GSHPx/
Exapal_XM_021038751.2	N_terminal_EF_hand_calcium_binding_protein_1	
Exapal_XM_021038752.2	cold_inducible_RNA_binding_protein	RRM_1/GYF/
Exapal_XM_021038753.2	kelch_like_family_member_20	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1/
Exapal_XM_021038754.2	tripartite_motif_containing_56	zf-RING_UBOX/NHL/NHL/DUF5128/
Exapal_XM_021038756.2	methyltransferase_like_7B	Methyltransf_23/
Exapal_XM_021038757.2	DEAH_box_helicase_16	DEAD/Helicase_C/HA2/OB_NTP_bind/
Exapal_XM_021038758.2	beta_carotene_oxygenase_1	RPE65/
Exapal_XM_021038759.2		
Exapal_XM_021038760.2	collagen_triple_helix_repeat_containing_1	Collagen/
Exapal_XM_021038761.2	collagen_triple_helix_repeat_containing_1	Collagen/
Exapal_XM_021038763.2		
Exapal_XM_021038764.2	kinesin_family_member_15	Kinesin/
Exapal_XM_021038766.2	protein_kinase_DNA_activated_catalytic_subunit	FAT/PI3_PI4_kinase/FATC/
Exapal_XM_021038768.2	methyltransferase_like_7A	Methyltransf_23/
Exapal_XM_021038769.2	coactosin_like_F_actin_binding_protein_1	Cofilin_ADF/
Exapal_XM_021038770.1	dystonin	EF-hand_1/
Exapal_XM_021038771.2	leucine_rich_repeat_containing_69	LRR_8/LRR_8/LRR_8/
Exapal_XM_021038772.2	ankyrin_repeat_domain_12	Ank_2/Ank/
Exapal_XM_021038773.1	tudor_domain_containing_12	DEAD/TUDOR/TUDOR/Arm/Arm/
Exapal_XM_021038774.2	MDM2_binding_protein	MTBP_N/MTBP_C/MTBP_C/
Exapal_XM_021038775.2	mitochondrial_calcium_uniporter_regulator_1	DUF1640/
Exapal_XM_021038777.1		
Exapal_XM_021038778.2	actin_related_protein_2_3_complex_subunit_4	ARPC4/
Exapal_XM_021038779.2		
Exapal_XM_021038780.2	acid_sensing_ion_channel_subunit_3	ASC/
Exapal_XM_021038782.1	ATP_GTP_binding_protein_like_2	Pepdidase_M14_N/Peptidase_M14/
Exapal_XM_021038783.1	KIAA1841	DUF3342/
Exapal_XM_021038784.2	ubiquitin_specific_peptidase_24	
Exapal_XM_021038785.2		DUF885/
Exapal_XM_021038786.2	zinc_finger_MYM_type_containing_3	DUF3504/
Exapal_XM_021038787.2		
Exapal_XM_021038789.2	RNA_polymerase_III_subunit_B	RNA_pol_Rpb2_1/RNA_pol_Rpb2_2/RNA_pol_Rpb2_3/RNA_pol_Rpb2_4/RNA_pol_Rpb2_5/RNA_pol_Rpb2_6/
Exapal_XM_021038790.2	MINDY_lysine_48_deubiquitinase_2	MINDY_DUB/
Exapal_XM_021038792.2	solute_carrier_family_15_member_4	PTR2/
Exapal_XM_021038793.2	RNA_binding_motif_protein_22	RRM_1/
Exapal_XM_021038797.2	nucleoporin_188	Nup188/
Exapal_XM_021038801.2	decapping_enzyme_scavenger	DcpS/DcpS_C/
Exapal_XM_021038802.2	SRY_box_transcription_factor_14	HMG_box/
Exapal_XM_021038803.2		
Exapal_XM_021038804.2	ADP_ribosylation_factor_6	Arf/
Exapal_XM_021038806.2	agrin	Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_2/Kazal_1/Kazal_2/
Exapal_XM_021038807.2	small_nuclear_ribonucleoprotein_polypeptide_A	RRM_1/RRM_1/
Exapal_XM_021038808.2	ADP_ribosylation_factor_6	Arf/
Exapal_XM_021038809.1		UPAR_LY6/UPAR_LY6/
Exapal_XM_021038810.2	cochlin	VWA/
Exapal_XM_021038812.2		Amidohydro_3/
Exapal_XM_021038813.2		7tm_1/
Exapal_XM_021038814.2		7tm_1/
Exapal_XM_021038816.2		UPAR_LY6/
Exapal_XM_021038817.2	gamma_aminobutyric_acid_type_B_receptor_subunit_2	ANF_receptor/7tm_3/
Exapal_XM_021038821.2	vascular_endothelial_zinc_finger_1	zf-C2H2/zf-C2H2/
Exapal_XM_021038822.1	splicing_factor_3a_subunit_2	zf-met/SF3A2/
Exapal_XM_021038824.2	capping_actin_protein_of_muscle_Z_line_subunit_alpha_2	F-actin_cap_A/
Exapal_XM_021038825.2	prefoldin_subunit_1	Prefoldin_2/
Exapal_XM_021038826.2	sushi_nidogen_and_EGF_like_domains_1	EGF/
Exapal_XM_021038827.2	RasGEF_domain_family_member_1B	RasGEF_N/
Exapal_XM_021038829.2	neuropeptide_FF_receptor_2	7tm_1/
Exapal_XM_021038830.2		DUF4097/
Exapal_XM_021038831.2		DUF4097/
Exapal_XM_021038832.2	zinc_finger_E_box_binding_homeobox_2	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/
Exapal_XM_021038833.1	carbohydrate_sulfotransferase_3	
Exapal_XM_021038840.2		
Exapal_XM_021038841.1		
Exapal_XM_021038848.2	adenosine_A1_receptor	7tm_1/
Exapal_XM_021038849.2	sushi_nidogen_and_EGF_like_domains_1	EGF/
Exapal_XM_021038850.2	sushi_nidogen_and_EGF_like_domains_1	
Exapal_XM_021038851.2		Amidohydro_3/
Exapal_XM_021038852.2	neuropeptide_FF_receptor_2	7tm_1/
Exapal_XM_021038854.2		
Exapal_XM_021038855.2	RUN_domain_containing_1	RUN/
Exapal_XM_021038856.2		
Exapal_XM_021038857.2	stabilin_2	EGF_3/EGF_3/EGF_3/
Exapal_XM_021038859.2	dystonin	
Exapal_XM_021038861.2	mediator_complex_subunit_15	Med15/Med15/
Exapal_XM_021038862.2		
Exapal_XM_021038863.2	aldolase_fructose_bisphosphate_C	Glycolytic/
Exapal_XM_021038865.2		
Exapal_XM_021038866.2	collagen_type_XII_alpha_1_chain	VWA/
Exapal_XM_021038867.2	intraflagellar_transport_172	
Exapal_XM_021038869.2		
Exapal_XM_021038875.2	glycerophosphodiester_phosphodiesterase_domain_containing_1	GDPD/
Exapal_XM_021038876.2	zinc_finger_CCCH_type_containing_15	zf-CCCH_4/
Exapal_XM_021038877.2	C8orf44_SGK3_readthrough	PX/Pkinase/Pkinase_C/
Exapal_XM_021038878.2	musashi_RNA_binding_protein_2	RRM_1/RRM_1/
Exapal_XM_021038879.2	FKBP_prolyl_isomerase_14	FKBP_C/EF-hand_7/
Exapal_XM_021038880.1	pre_mRNA_processing_factor_19	U-box/Prp19/WD40/WD40/WD40/WD40/WD40/
Exapal_XM_021038881.2		
Exapal_XM_021038882.2	NME_NM23_nucleoside_diphosphate_kinase_6	NDK/
Exapal_XM_021038883.2		
Exapal_XM_021038884.2	tetratricopeptide_repeat_domain_28	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_7/TPR_12/TPR_7/CHAT/
Exapal_XM_021038886.2		
Exapal_XM_021038887.2	tRNA_methyltransferase_44_homolog	AdoMet_MTase/
Exapal_XM_021038889.2	lipopolysaccharide_induced_TNF_factor	zf-LITAF-like/
Exapal_XM_021038891.2	G_protein_nucleolar_2	NGP1NT/MMR_HSR1/
Exapal_XM_021038893.2	acyl_CoA_dehydrogenase_family_member_10	HAD_2/APH/
Exapal_XM_021038895.2	myosin_XVIIIA	PDZ/Myosin_head/
Exapal_XM_021038897.2	transmembrane_protein_45B	DUF716/
Exapal_XM_021038898.2	dynein_axonemal_assembly_factor_2	PIH1/PIH1_CS/CS/
Exapal_XM_021038899.2	VPS53_subunit_of_GARP_complex	Vps53_N/
Exapal_XM_021038900.2	ring_finger_protein_transmembrane_2	zf-RING_2/
Exapal_XM_021038901.2	transmembrane_protein_120A	TMPIT/
Exapal_XM_021038902.2	mitochondrial_fission_process_1	MTP18/MTP18/
Exapal_XM_021038903.2	transport_and_golgi_organization_2_homolog	TANGO2/
Exapal_XM_021038904.2	DNA_primase_subunit_2	DNA_primase_lrg/
Exapal_XM_021038906.2	all_trans_retinoic_acid_induced_differentiation_factor	
Exapal_XM_021038907.2	proline_dehydrogenase_1	Pro_dh/
Exapal_XM_021038908.1		
Exapal_XM_021038909.2	endoplasmic_reticulum_to_nucleus_signaling_1	Pkinase/Ribonuc_2-5A/
Exapal_XM_021038911.2		
Exapal_XM_021038913.2	agmatinase	Arginase/
Exapal_XM_021038914.2		zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/
Exapal_XM_021038916.2	gamma_glutamyltransferase_1	G_glu_transpept/
Exapal_XM_021038922.2	serine_and_arginine_rich_splicing_factor_4	RRM_1/RRM_1/
Exapal_XM_021038924.2		
Exapal_XM_021038925.2		TIR_2/
Exapal_XM_021038926.2	PGAM_family_member_5_mitochondrial_serine_threonine_protein_phosphatase	His_Phos_1/His_Phos_1/
Exapal_XM_021038928.2	replication_factor_C_subunit_2	AAA/Rep_fac_C/
Exapal_XM_021038929.2	solute_carrier_family_22_member_5	Sugar_tr/
Exapal_XM_021038931.2	sphingolipid_transporter_1_putative	MFS_1/
Exapal_XM_021038932.2	deltex_E3_ubiquitin_ligase_2	WWE/WWE/zf-C3HC4/DTC/
Exapal_XM_021038933.2	coiled_coil_domain_containing_92	CCDC92/
Exapal_XM_021038934.2	NPR2_like_GATOR1_complex_subunit	NPR2/
Exapal_XM_021038935.2	aspartate_beta_hydroxylase_domain_containing_2	Asp_Arg_Hydrox/
Exapal_XM_021038936.2	coiled_coil_domain_containing_74A	CCDC92/CCDC74_C/
Exapal_XM_021038938.2		CmcI/
Exapal_XM_021038939.2	cobalamin_binding_intrinsic_factor	Cobalamin_bind/
Exapal_XM_021038940.2	CLOCK_interacting_pacemaker	CiPC/
Exapal_XM_021038941.2	unc_119_lipid_binding_chaperone_B	GMP_PDE_delta/
Exapal_XM_021038943.2	gametogenetin_binding_protein_2	
Exapal_XM_021038944.2	DNA_polymerase_kappa	IMS/IMS_HHH/IMS_C/
Exapal_XM_021038945.2	methyltransferase_like_16	Methyltransf_10/
Exapal_XM_021038946.2	EH_domain_containing_2	Dynamin_N/
Exapal_XM_021038949.2		
Exapal_XM_021038951.2		
Exapal_XM_021038953.2	BARX_homeobox_2	Homeodomain/
Exapal_XM_021038954.2	chromosome_11_open_reading_frame_54	DUF1907/
Exapal_XM_021038955.2	KIAA0753	MNR/MNR/
Exapal_XM_021038956.1	T_box_transcription_factor_5	T-box/
Exapal_XM_021038957.2	somatostatin_receptor_2	7tm_1/
Exapal_XM_021038958.2	XK_related_6	XK-related/
Exapal_XM_021038959.2		
Exapal_XM_021038960.2	rabaptin_RAB_GTPase_binding_effector_protein_1	Rabaptin/Rabaptin/Rab5-bind/FYVE/
Exapal_XM_021038961.2	YOD1_deubiquitinase	OTU/
Exapal_XM_021038962.1		ShK/ShK/ShK/
Exapal_XM_021038963.2	meprin_A_subunit_beta	Astacin/TSP_1/TSP_1/MAM/
Exapal_XM_021038964.2	solute_carrier_family_22_member_13	Sugar_tr/
Exapal_XM_021038965.2	phosphatidylinositol_transfer_protein_membrane_associated_2	IP_trans/DDHD/DDHD/
Exapal_XM_021038966.2	tripartite_motif_containing_45	zf-C3HC4/zf-B_box/Filamin/NHL/NHL/
Exapal_XM_021038967.2	solute_carrier_organic_anion_transporter_family_member_4C1	OATP/
Exapal_XM_021038968.2	endoplasmic_reticulum_protein_29	ERp29_N/ERp29/
Exapal_XM_021038969.2	TBC1_domain_family_member_10A	RabGAP-TBC/
Exapal_XM_021038970.2	SV2_related_protein	Sugar_tr/Sugar_tr/
Exapal_XM_021038971.2		
Exapal_XM_021038972.2	BR_serine_threonine_kinase_2	Pkinase/
Exapal_XM_021038975.1	mitochondrial_ribosomal_protein_L44	Ribonucleas_3_3/
Exapal_XM_021038976.2	phospholipase_A2_group_XV	LCAT/LCAT/
Exapal_XM_021038977.2	erythrocyte_membrane_protein_band_4.1_like_2	FERM_N/FERM_M/FERM_C/
Exapal_XM_021038978.2	tRNA_isopentenyltransferase_1	IPPT/
Exapal_XM_021038982.2	C_type_lectin_domain_family_4_member_M	CAP/Lectin_C/
Exapal_XM_021038986.2		
Exapal_XM_021038988.2	ring_finger_protein_transmembrane_1	zf-RING_2/
Exapal_XM_021038989.2	aldo_keto_reductase_family_7_member_A2	Aldo_ket_red/
Exapal_XM_021038992.1	amine_oxidase_copper_containing_1	Cu_amine_oxid/
Exapal_XM_021038993.2	tRNA_methyltransferase_44_homolog	AdoMet_MTase/
Exapal_XM_021038997.2	solute_carrier_family_32_member_1	Aa_trans/
Exapal_XM_021039000.2	SET_domain_containing_6_protein_lysine_methyltransferase	SET/
Exapal_XM_021039001.2	RAS_like_estrogen_regulated_growth_inhibitor	Ras/
Exapal_XM_021039002.2	thrombospondin_type_1_domain_containing_7A	TSP_1/
Exapal_XM_021039003.2	dynein_axonemal_heavy_chain_10	DHC_N1/DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/
Exapal_XM_021039004.2		UBZ_FAAP20/
Exapal_XM_021039005.2	T_box_transcription_factor_3	T-box/
Exapal_XM_021039007.2	KIAA0753	MNR/
Exapal_XM_021039008.2	FtsJ_RNA_2_O_methyltransferase_3	FtsJ/DUF3381/Spb1_C/
Exapal_XM_021039009.2		
Exapal_XM_021039010.1	solute_carrier_family_22_member_5	Sugar_tr/
Exapal_XM_021039011.2	signal_peptide_peptidase_like_3	Peptidase_A22B/
Exapal_XM_021039012.2		
Exapal_XM_021039013.2	D_aspartate_oxidase	DAO/
Exapal_XM_021039016.2	RAD1_checkpoint_DNA_exonuclease	Rad1/
Exapal_XM_021039017.2	peroxisomal_membrane_protein_2	Mpv17_PMP22/
Exapal_XM_021039018.2	eukaryotic_translation_initiation_factor_3_subunit_C	eIF-3c_N/PCI/
Exapal_XM_021039023.2	EGF_like_repeats_and_discoidin_domains_3	F5_F8_type_C/
Exapal_XM_021039025.2		Linker_histone/
Exapal_XM_021039026.2	transducin_beta_like_2	WD40/WD40/WD40/WD40/
Exapal_XM_021039031.2	leucine_rich_repeat_containing_43	
Exapal_XM_021039032.2	F_box_protein_21	Transglut_core2/YccV-like/
Exapal_XM_021039033.2	adrenoceptor_alpha_1A	7tm_1/
Exapal_XM_021039034.2	citrate_lyase_beta_like	HpcH_HpaI/
Exapal_XM_021039035.2	BAF_chromatin_remodeling_complex_subunit_BCL7A	BCL_N/
Exapal_XM_021039036.2	protein_kinase_AMP_activated_catalytic_subunit_alpha_1	Ank_2/Ank_3/Ank_2/Ank_2/Ank_2/Pkinase/
Exapal_XM_021039038.2		
Exapal_XM_021039039.2	RAB_member_of_RAS_oncogene_family_like_3	Roc/
Exapal_XM_021039040.2	tumor_suppressing_subtransferable_candidate_4	TSSC4/
Exapal_XM_021039041.2		
Exapal_XM_021039042.2		CD20/
Exapal_XM_021039043.2		
Exapal_XM_021039044.2	phospholipase_D_family_member_3	PLDc/PLDc_3/
Exapal_XM_021039045.2	NKAP_domain_containing_1	NKAP/
Exapal_XM_021039046.1		Tim17/
Exapal_XM_021039047.2	trace_amine_associated_receptor_9_gene_pseudogene	7tm_1/
Exapal_XM_021039048.1	RuvB_like_AAA_ATPase_2	TIP49/
Exapal_XM_021039050.2	endoplasmic_reticulum_to_nucleus_signaling_1	Ank_2/Ank_2/Ank_5/Ank_5/Ank_2/Ank_2/Pkinase/
Exapal_XM_021039051.1	cysteinyl_tRNA_synthetase_1	tRNA-synt_1e/
Exapal_XM_021039052.1	glycogen_synthase_1	Glycogen_syn/
Exapal_XM_021039053.2	potassium_voltage_gated_channel_subfamily_A_member_4	BTB_2/Ion_trans/
Exapal_XM_021039054.2	ADP_ribosylation_factor_like_GTPase_14_effector_protein_like	ARF7EP_C/
Exapal_XM_021039056.2	UHRF1_binding_protein_1_like	Chorein_N/
Exapal_XM_021039058.2	testis_expressed_52	DUF4532/
Exapal_XM_021039059.2		Collagen/
Exapal_XM_021039060.2		Collagen/
Exapal_XM_021039061.2	arrestin_domain_containing_3	Arrestin_N/Arrestin_C/
Exapal_XM_021039062.2	Mtr4_exosome_RNA_helicase	DEAD/Helicase_C/rRNA_proc-arch/
Exapal_XM_021039063.2	protein_kinase_C_and_casein_kinase_substrate_in_neurons_2	FCH/SH3_1/
Exapal_XM_021039064.2	non_SMC_condensin_II_complex_subunit_H2	CNDH2_N/CNDH2_M/CNDH2_C/
Exapal_XM_021039065.2	advillin	Gelsolin/
Exapal_XM_021039066.2	leucine_rich_repeat_containing_56	
Exapal_XM_021039068.2	G_patch_domain_containing_4	G-patch/
Exapal_XM_021039069.2		
Exapal_XM_021039070.2	DNA_methyltransferase_3_alpha	PWWP/
Exapal_XM_021039071.2		
Exapal_XM_021039075.2	transmembrane_protein_41B	SNARE_assoc/
Exapal_XM_021039076.2	histamine_receptor_H2	7tm_1/
Exapal_XM_021039078.2	ankyrin_repeat_and_SOCS_box_containing_3	Ank_2/Ank_2/Ank_2/Ank_3/SOCS_box/
Exapal_XM_021039079.2	BTB_domain_containing_2	BTB/BACK/PHR/
Exapal_XM_021039080.2	apoptotic_peptidase_activating_factor_1	CARD/CARD/NB-ARC/APAF1_C/
Exapal_XM_021039081.1	ribosomal_protein_S10	S10_plectin/
Exapal_XM_021039082.2	nuclear_receptor_subfamily_2_group_F_member_1	zf-C4/Hormone_recep/
Exapal_XM_021039087.1	gelsolin	Gelsolin/Gelsolin/
Exapal_XM_021039091.2	ribosomal_protein_S10	
Exapal_XM_021039093.2	apoptotic_peptidase_activating_factor_1	WD40/WD40/
Exapal_XM_021039094.1	DNA_methyltransferase_3_alpha	DNA_methylase/
Exapal_XM_021039095.2	beta_1_4_N_acetyl_galactosaminyltransferase_3	PA14/CHGN/
Exapal_XM_021039098.2	lactate_dehydrogenase_D	FAD_binding_4/FAD-oxidase_C/
Exapal_XM_021039101.1		
